response,ground_truth
Yes,No
B,A.
A.,A.
None,"Anclote River to Englewood, Florida (west-central FL Gulf Coast)"
None,None
"27.7N, 83.5W","27.7N, 83.5W"
E,E
8,8 mph
"Florida

Georgia

South Carolina

North Carolina","west-central Florida coast, central Florida interior, and Atlantic waters offshore Florida, Georgia, and the Carolinas"
DAYTONA BEACH,MAYPORT NS FL
The table does not provide data for Savannah. Therefore 0.,3%
0,0%
N/A,12
N/A,N/A
N/A,1%
C,D.
west-central Florida to east-central Florida,"west-central Florida coast, central Florida interior, and Atlantic waters offshore Florida, Georgia, and the Carolinas"
A,A.
C,D.
Carolina,"west-central Florida coast, central Florida interior, and Atlantic waters offshore Florida, Georgia, and the Carolinas"
72,6
48,44
D,D.
D,B.
D. 48 hours or more,B.
No,No
D,A.
24,6
D,B.
B,B.
B,B.
Tornadoes may occur in bands well away from the storm's center.,Minor coastal rip currents and higher offshore seas could briefly affect vessel approaches but no significant port-level hazards expected.
"```json
{
  ""gale_probability"": {
    ""in 12h"": 1,
    ""in 24h"": 4,
    ""in 48h"": 19,
    ""in 72h"": 19,
    ""in 96h"": 14
  }
}
```","{'in 12h': '1%', 'in 24h': '1%', 'in 48h': '0%', 'in 72h': '1%', 'in 96h': '0%'}"
03-08-2017,None
02-08-2017,None
03-08-2017,None
5,0
5,None
0,None
A. None,A.
