response,ground_truth
Yes,No
No.,No
No,No
Yes,No
B. Tropical Storm,A.
A,A.
B,A.
B,A.
A,A.
A,A.
A,A.
A,A.
None,None in Florida; watches confined to the Carolinas coast
None,None
None,No watches posted for Florida; watch area begins north of Savannah River.
None,None
None,Savannah River GA to Little River Inlet SC under Tropical Storm Warning
None,"Savannah River, GA to Little River Inlet, SC (tropical-storm warning area)"
None,Tropical Storm Warning from Savannah River GA to Little River Inlet SC
Florida to North Carolina.,"Savannah River, GA, to Little River Inlet, SC (tropical storm warning)"
"30.9N, 79.4W","31.0N, 79.5W"
"30.0N, 78.0W","30.3N, 78.5W"
"28.8N, 75.1W","29.0N, 75.9W"
"28.5N, 74.7W","28.5N, 74.7W"
Stationary,Stationary (expected to begin NNW later overnight)
NW,NW
WNW,WNW
WNW,WNW
Stationary,0 mph
14,13 mph
13,12 mph
13,13 mph
"Carolinas, Virginia",Georgia and South Carolina coasts spreading slowly northeastward to North Carolina
"North Carolina
Virginia
Maryland
New Jersey
New York
New England",Southeastern U.S. coastline from northern Georgia through the Outer Banks of North Carolina
"South Carolina

North Carolina

Virginia

Maryland

New Jersey",Georgia and Carolinas coasts (Savannah River northward through coastal North Carolina)
"Florida
Georgia
South Carolina
North Carolina","Georgia, South Carolina and southeastern North Carolina coasts"
Jacksonville,MAYPORT NS FL
Daytona Beach,DAYTONA BEACH FL
Cocoa Beach FL,COCOA BEACH FL
Patrick AFB,DAYTONA BEACH FL
0,5%
14%,1%
0,3%
0,6%
0,0%
0,0%
0,<3%
0,0%
"The provided data does not include information for the Port of Palm Beach District, FL.",72
120,N/A
0,72
0,48
0,
48,N/A
"The data provided does not include information for the Port of Palm Beach District, FL. Therefore, it is not possible to determine the number of hours remaining until the 50-kt wind probability peaks at that location based on the given information.",0
0,N/A
"The provided data does not include information for the Port of Palm Beach District, FL.",2%
"The information provided does not include the Port of Palm Beach District, FL. Therefore, the peak 34-kt wind probability for that location is not available in this data.",1%
"The provided data does not include information for the Port of Palm Beach District, FL. Therefore, I cannot be determined from the given information.",1%
0,6%
B,D.
B,C.
"B. Port of Brunswick, GA",A.
C,A.
Savannah River to Little River Inlet,Georgia and South Carolina coasts spreading slowly northeastward to North Carolina
Savannah River to Little River Inlet South Carolina,Southeastern U.S. coastline from northern Georgia through the Outer Banks of North Carolina
Savannah River to Little River Inlet,Georgia and Carolinas coasts (Savannah River northward through coastal North Carolina)
Savannah River to Little River Inlet,"Georgia, South Carolina and southeastern North Carolina coasts"
B,B.
A. Tropical Depression,A.
A,A.
A. Tropical Depression,A.
B,C.
"D. Port of Palm Beach District, FL",D.
B,A.
B,B.
