response,ground_truth
Yes,Yes
B. Tropical Storm,A.
B. Tropical Storm,A.
None,Tropical Storm Watch from Anclote River to Englewood on the west coast of Florida
None,None
"27.7N, 83.5W","27.7N, 83.5W"
E,E
8,8 mph
Southeastern United States,"central Florida from Tampa Bay eastward to Cape Canaveral, then north-northeast along the southeast U.S. coastline toward the Outer Banks"
PATRICK AFB,COCOA BEACH FL
19,19%
0,0%
N/A,12
N/A,N/A
17,17%
D,A.
West-central coast of Florida to East-central coast of Florida.,"central Florida from Tampa Bay eastward to Cape Canaveral, then north-northeast along the southeast U.S. coastline toward the Outer Banks"
A. Tropical Depression,A.
B,D.
Southeast,"central Florida from Tampa Bay eastward to Cape Canaveral, then north-northeast along the southeast U.S. coastline toward the Outer Banks"
48,6
72,24
D,D.
D,B.
B. 12-24 Hours,B.
No,No
B,B.
24,6
D,B.
B,B.
B,B.
Tornadoes,Brief thunderstorms with lightning and reduced visibility in heavy downpours may interrupt cargo and passenger movements.
"```json
{
  ""gale_probability"": {
    ""in 12h"": 0,
    ""in 24h"": 13,
    ""in 48h"": 19,
    ""in 72h"": 19,
    ""in 96h"": 0
  }
}
```","{'in 12h': '0%', 'in 24h': '17%', 'in 48h': '19%', 'in 72h': '19%', 'in 96h': '19%'}"
01-08-2017,8/2/2017
01-08-2017,8/2/2017
02-08-2017,8/2/2017
5,2
2,2.0
14,1.0
B. 1-10 vessels,B.
