response,ground_truth
Yes,Yes
Yes,Yes
Yes.,Yes
Yes,Yes
Yes.,Yes
B,A.
C,C.
A,A.
B. Tropical Storm,A.
A,A.
C,C.
C,A.
B,A.
B. Tropical Storm,A.
A,A.
None,Puerto Rico (including Vieques and Culebra) and portions of the northern Leeward Islands remain under Hurricane Watch; Tropical Storm Watches extend southward to Barbados and St. Vincent & the Grenadines.
None,"U.S. Virgin Islands, British Virgin Islands, Saba & St. Eustatius, St. Maarten/Martin, Anguilla"
None,None issued yet; interests in the U.S. and British Virgin Islands advised to monitor
Bermuda to North Carolina,"Hurricane Watch: Antigua, Barbuda, St. Kitts, Nevis, Montserrat, Guadeloupe, Saba, St. Eustatius, St. Maarten, Anguilla.  Tropical Storm Watch: St. Lucia, Martinique, Dominica, Barbados, St. Vincent and the Grenadines"
None,"Tropical Storm Watch in effect for St. Lucia, Martinique, Guadeloupe and Dominica"
Puerto Rico to 2 AM Tue,"Hurricane Warning from Guadeloupe southward through Dominica, St. Kitts–Nevis–Montserrat, Martinique, St. Lucia, and the U.S. & British Virgin Islands."
None,"Guadeloupe, Dominica, St. Kitts–Nevis–Montserrat, Martinique (Hurricane); Antigua & Barbuda, Saba & St. Eustatius, St. Lucia (Tropical Storm)"
None,None issued yet for Virgin Islands
None,None issued yet
None,None at this advisory
"14.6N, 59.7W","14.7N, 60.1W"
"14.0N, 57.9W","14.2N, 58.4W"
"13.3N, 55.6W","13.5N, 56.2W"
"12.4N, 53.0W","12.5N, 53.7W"
"12.2N, 50.5W","12.2N, 50.5W"
WNW,WNW
WWN,WNW
WNW,WNW
W,W (280°)
W,W (280°)
12,10 mph
15,13 mph
15,15 mph
19,16 mph
22,22 mph
"Puerto Rico
Dominican Republic
Turks and Caicos","Central and southern Leeward Islands, U.S. and British Virgin Islands, and Puerto Rico"
Leeward Islands,"Leeward Islands, U.S. & British Virgin Islands, Puerto Rico, northeastern Caribbean"
Caribbean,"Leeward Islands, U.S. & British Virgin Islands, Puerto Rico"
Lesser Antilles,"Entire central and northern Leeward Islands, U.S. and British Virgin Islands, Puerto Rico, north coast of Hispaniola"
Caribbean,"Central and northern Lesser Antilles, including U.S. Virgin Islands and Puerto Rico expected mid-week"
Ponce,SAINT CROIX
Puerto Rico,SAINT CROIX
SAINT CROIX,SAINT CROIX
Saint Thomas,SAINT CROIX
Saint Croix,SAINT CROIX
97,97%
92,92%
85,85%
78,78%
58,58%
10,81%
67,67%
59,59%
48,48%
28,28%
76,72
88,72
72,120
72,120
96,120
54,72
67,72
58,120
72,120
96,120
97,97%
91,52%
85,85%
78,78%
58,58%
A,A.
B,B.
A,A.
"C. Virgin Islands - St. Croix, VI",C.
A,A.
Leeward Islands to Puerto Rico and the Virgin Islands,"Central and southern Leeward Islands, U.S. and British Virgin Islands, and Puerto Rico"
Dominica to Puerto Rico,"Leeward Islands, U.S. & British Virgin Islands, Puerto Rico, northeastern Caribbean"
Leeward Islands to British and U.S. Virgin Islands,"Leeward Islands, U.S. & British Virgin Islands, Puerto Rico"
Antigua to St. Martin,"Entire central and northern Leeward Islands, U.S. and British Virgin Islands, Puerto Rico, north coast of Hispaniola"
Lesser Antilles to Leeward Islands,"Central and northern Lesser Antilles, including U.S. Virgin Islands and Puerto Rico expected mid-week"
E,E.
C,C.
B,B.
B,B.
A,B.
B,B.
C,C.
C,C.
D,D.
C,C.
Caribbean coast of Mexico,"Central and southern Leeward Islands, U.S. and British Virgin Islands, and Puerto Rico"
Caribbean coast of Mexico,"Leeward Islands, U.S. & British Virgin Islands, Puerto Rico, northeastern Caribbean"
Caribbean coast of Mexico,"Leeward Islands, U.S. & British Virgin Islands, Puerto Rico"
Puerto Rico,"Entire central and northern Leeward Islands, U.S. and British Virgin Islands, Puerto Rico, north coast of Hispaniola"
Puerto Rico,"Central and northern Lesser Antilles, including U.S. Virgin Islands and Puerto Rico expected mid-week"
96,48
116,24
120,36
108,48
None,60
None,24
None,90
None,96
72,120
None,130
D,D.
D,D.
D,D.
C,D.
C,D.
B,B.
B,C.
B,C.
C,C.
C,C.
A. 0-12 hours,D.
C. 24-48 hours,D.
D. 48 hours or more,D.
D. 48 hours or more,D.
D. 48 hours or more,D.
No.,Yes
No.,Yes
Yes,Yes
Yes,Yes
Yes,Yes
C. 24-48 hours,A.
B,B.
C. 24-48 hours,C.
D. 48 hours or more,C.
C. 24-48 hours,D.
20,48
48,24
72,36
72,48
72,60
A,A.
A,A.
D,A.
D,A.
D,A.
C,C.
D,C.
A,D.
B,A.
C,C.
C,C.
C,C.
D,D.
A dangerous Rip Current hazard is expected.,Life-threatening surf and rip currents; possible port inundation and debris from large waves.
Rip Current.,Dangerous surf and rip currents beginning Monday night.
Life-threatening surf and rip current conditions.,"Large and destructive waves, life-threatening surf and rip currents will build well ahead of the center."
Rip Currents.,Dangerous surf and rip currents beginning Monday; port operations may also be affected by deteriorating seas well ahead of the core
Rip Currents and Rough Surf.,Dangerous surf and rip currents beginning Tuesday night
"```json
{
  ""12_hours"": {
    ""Guadeloupe"": 100,
    ""Dominica"": 100,
    ""St. Kitts, Nevis, and Montserrat"": 100,
    ""Montserrat"": 100,
    ""Martinique"": 100,
    ""St. Lucia"": 100,
    ""U.S. Virgin Islands"": 100,
    ""British Virgin Islands"": 100,
    ""Antigua and Barbuda"": 90,
    ""Saba and St. Eustatius"": 90,
    ""St. Maarten"": 90,
    ""Anguilla"": 90,
    ""Puerto Rico, Vieques, and Culebra"": 60,
    ""St. Martin and St. Barthelemy"": 60,
    ""Barbados"": 30"": 40,
    ""St. Vincent and the Grenadines"": 40
  },
  ""24_hours"": {
    ""Puerto Rico, Vieques, and Culebra"": 100,
    ""U.S. Virgin Islands"": 100,
    ""British Virgin Islands"": 100,
    ""Antigua and Barbuda"": 80,
    ""Saba and St. Eustatius"": 80,
    ""St. Maarten"": 80,
    ""Anguilla"": 80,
    ""St. Martin and St. Barthelemy"": 80,
    ""Barbados"": 60,
    ""St. Vincent and the Grenadines"": 60
  },
  ""48_hours"": {
    ""Puerto Rico, Vieques, and Culebra"": 100,
    ""U.S. Virgin Islands"": 100,
    ""British Virgin Islands"": 100,
    ""Dominican Republic"": 80,
    ""Haiti"": 60
  },
  ""72_hours"": {
    ""Puerto Rico, Vieques, and Culebra"": 80,
    ""Dominican Republic"": 100,
    ""Haiti"": 80,
    ""Turks and Caicos"": 60,
    ""Bahamas"": 40
  },
  ""96_hours"": {
    ""Dominican Republic"": 80,
    ""Haiti"": 80,
    ""Turks and Caicos"": 80,
    ""Bahamas"": 60,
    ""Southeastern U.S."": 20
  }
}
```","{'in 12h': '1%', 'in 24h': '4%', 'in 48h': '90%', 'in 72h': '97%', 'in 96h': '97%'}"
"```json
{
  ""12_hours"": {
    ""Antigua"": 90,
    ""Barbados"": 100,
    ""Dominica"": 100,
    ""Guadeloupe"": 100,
    ""Martinique"": 100,
    ""Montserrat"": 100,
    ""St_Kitts"": 100,
    ""St_Maarten"": 100,
    ""St_Vincent"": 100,
    ""British_Virgin_Islands"": 0,
    ""U.S._Virgin_Islands"": 0
  },
  ""24_hours"": {
    ""Antigua"": 100,
    ""Barbados"": 80,
    ""Dominica"": 100,
    ""Guadeloupe"": 100,
    ""Martinique"": 10,
    ""Montserrat"": 100,
    ""St_Kitts"": 100,
    ""St_Ma"": 100,
    ""St_Vincent"": 0,
    ""British_Virgin_Islands"": 35,
    ""U.S._Virgin_Islands"": 25
  },
  ""48_hours"": {
    ""Antigua"": 0,
    ""Barbados"": 0,
    ""Dominica"": 0,
    ""Guadeloupe"": 0,
    ""Martinique"": 0,
    ""Montserrat"": 0,
    ""St_Kitts"": 0,
    ""St_Ma"": 0,
    ""St_Vincent"": 0,
    ""British_Virginia"": 0,
    ""British_Virgin_Islands"": 85,
    ""U.S._Virgin_Islands"": 75,
    ""Puerto_Rico"": 75,
    ""Dominican_Republic"": 40
  },
  ""72_hours"": {
    ""Antigua"": 0,
    ""Barbados"": 0,
    ""Dominica"": 0,
    ""Guadeloupe"": 0,
    ""Martinique"": 0,
    ""Montserrat"": 0,
    ""St_Kitts"": 0,
    ""St_Ma"": 0,
    ""St_Vincent"": 0,
    ""British_Virgin_Islands"": 90,
    ""U.S._Virgin_Islands"": 80,
    ""Puerto_Rico"": 90,
    ""Dominican_Republic"": 60
  },
  ""96_hours"": {
    ""Antigua"": 0,
    ""Barbados"": 0,
    ""Dominica"": 0,
    ""Guadeloupe"": 0,
    ""Guadeloupe"": 0,
    ""Martinique"": 0,
    ""Montserrat"": 0,
    ""Montserrat"": 0,
    ""St_Kitts"": 0,
    ""St_Ma"": 0,
    ""St_Vincent"": 0,
    ""British_Virgin_Islands"": 90,
    ""U.S._Virgin_Islands"": 80,
    ""Puerto_Rico"": 85,
    ""Dominican_Republic"": 50,
    ""Haiti"": 10
  }
}
```","{'in 12h': '0%', 'in 24h': '1%', 'in 48h': '30%', 'in 72h': '52%', 'in 96h': '3%'}"
