response,ground_truth
Yes,No
A,A.
A,A.
None,
None,
"32.6N, 76.5W","32.6N, 76.5W"
NE,NE
12,12 mph
Bermuda,Outer Banks and portions of the North Carolina coastline mainly east of Cape Lookout affected by high surf and rip currents.
MOREHEAD CITY,MOREHEAD CITY NC
5%,3%
0,0%
N/A,12
N/A,N/A
N/A,3%
B,B.
"There is no landfall expected.

The impacted coast description is:

Mid-Atlantic Outer Banks",Outer Banks and portions of the North Carolina coastline mainly east of Cape Lookout affected by high surf and rip currents.
A,A.
C,A.
New England,Outer Banks and portions of the North Carolina coastline mainly east of Cape Lookout affected by high surf and rip currents.
None,N/A
36,0
D,D.
B,A.
B,B.
No.,No
D. 48 hours or more,A.
48,N/A
D,B.
B,B.
B,B.
Rip currents and elevated surf,Dangerous surf and rip currents will pose a threat to port personnel working near open beaches or jetties.
"```json
{
  ""gale_probability"": {
    ""in 12h"": 3,
    ""in 24h"": 2,
    ""in 48h"": 0,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}
```","{'in 12h': '2%', 'in 24h': '3%', 'in 48h': '3%', 'in 72h': '3%', 'in 96h': '3%'}"
01-09-2020,None
01-09-2020,None
01-09-2020,None
3,0
0,None
None,None
A,A.
