response,ground_truth
No,No
No,No
No,No
No,No
Yes,No
C,A.
A,A.
C,A.
B,A.
C,A.
B,A.
C,A.
C,A.
A,A.
C,A.
None,Storm-surge and tropical-storm watches confined to south Texas coast south of Port Mansfield; hurricane watch discontinued south of Port Mansfield.
None,"Storm Surge Watch south of Port Mansfield TX to the mouth of the Rio Grande; Hurricane Watch south of Port Mansfield TX to the mouth of the Rio Grande; Tropical Storm Watch south of the mouth of the Rio Grande to Boca de Catan, Mexico"
None,"South of Port Mansfield, TX to the Mouth of the Rio Grande and north of San Luis Pass to High Island, TX (Storm-Surge & Hurricane watches)."
None,"Hurricane Watch: North of Port Mansfield TX to San Luis Pass TX; Storm Surge Watch: Port Mansfield TX to High Island TX; Tropical-Storm Watch: Boca de Catan MX to Port Mansfield TX, and North of San Luis Pass TX to High Island TX"
None,Port Mansfield TX to High Island TX (storm-surge) and north of Port Mansfield to San Luis Pass TX (hurricane)
None,Storm Surge Warning Port Mansfield to High Island TX; Hurricane Warning Port Mansfield to Sargent TX; Tropical-Storm Warning north of Sargent to High Island TX and south of Port Mansfield to Mouth of Rio Grande.
None,Storm Surge Warning Port Mansfield to High Island TX; Hurricane Warning Port Mansfield to Sargent TX; Tropical Storm Warning north of Sargent to High Island TX and south of Port Mansfield to the mouth of the Rio Grande
None,"Port Mansfield to San Luis Pass, TX (Storm-Surge Warning); Port Mansfield to Matagorda, TX (Hurricane Warning); Matagorda to High Island, TX and south of Port Mansfield to the Mouth of the Rio Grande (Tropical-Storm Warning)."
None,None in effect as of Advisory #14
"Location1: Gulf of Mexico
Location2: Louisiana",None (only watches are in effect at this advisory)
"The image you provided shows a chart from the National Hurricane Center tracking the path of Tropical Cyclone Harvey. It indicates that the current eye of the tropical cyclone is located at the following coordinates:

'32.4N, 77.6W'","26.7N, 96.0W"
"32.4N, 77.6W","25.2N, 94.6W"
"The image displays a map and information about a tropical cyclone. The eye of the tropical cyclone is forecast to be at the following coordinates:

'32.4N, 77.6W'

This location indicates that the center of the storm is currently positioned at latitude 32.4 degrees North and longitude 77.6 degrees West in the Gulf of Mexico.","24.0N, 93.3W"
"The image you've provided shows a tropical cyclone track forecast cone from the National Hurricane Center. However, it does not indicate where the current eye of the tropical cyclone is at that moment. The track forecast cone suggests the potential path of the storm over time, and it would be up to the most recent data from the NHC to determine the current location of the eye.","21.9N, 92.6W"
"'32.4N, 77.6W'","21.5N, 92.5W"
NNW,NW
NNW,NW
N,NNW
N,NW
NNW,NW
Stationary,10 mph
Stationary,10 mph
Stationary,10 mph
Stationary,2 mph
35,9 mph
The image does not provide specific information about the coastal region where ports are most likely to be affected by the tropical cyclone. It only displays a map with the track forecast cone and relevant meteorological data.,Texas coast from the mouth of the Rio Grande northward to High Island with greatest impacts between Port Mansfield and Sargent.
