response,ground_truth
Yes,No
A,A.
A,A.
None,
None,
"32.6N, 76.5W","32.6N, 76.5W"
NE,NE
35,12 mph
"North Carolina, Virginia, Maryland, Delaware, New Jersey, New York, Connecticut, Rhode Island, Massachusetts, New Hampshire, Maine",Rip-current and surf impacts mainly along the Outer Banks of North Carolina; little direct impact expected along the South Carolina coast
"There is no mention of the Port of Charleston, SC in the provided table.",CAPE HATTERAS NC
X,5%
X,0%
N/A,12
N/A,
N/A,3%
D,D.
No landfall expected,Rip-current and surf impacts mainly along the Outer Banks of North Carolina; little direct impact expected along the South Carolina coast
A,A.
B,B.
Cape Hatteras,Rip-current and surf impacts mainly along the Outer Banks of North Carolina; little direct impact expected along the South Carolina coast
36,
78,0
D,D.
B,A.
"Unfortunately, the provided text does not contain wind speed probabilities for the Port of Charleston, SC. The locations listed are Cape Hatteras, Morehead City, and Bermuda. Therefore, I cannot answer your question based on the given information.",B.
No,No
D,A.
48,
D,D.
A,B.
A,B.
Surf and rip current conditions are expected.,"Low-level swell and occasionally rough surf possible, but main rip-current risk is farther north along the Outer Banks."
"```json
{
  ""gale_probability"": {
    ""in 12h"": 3,
    ""in 24h"": 2,
    ""in 48h"": 0,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}
```","{'in 12h': '3%', 'in 24h': '2%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
01-09-2020,9/3/2020
01-09-2020,9/3/2020
01-09-2020,9/3/2020
4,2
0,2.0
0,0.339843103
A,B.
