response,ground_truth
No,No
No,No
A,A.
A,A.
A,A.
A,A.
None,N/A (only Nicaragua–Honduras coast under warning at this time)
Cuba to Florida,"Sandy Bay Sirpi, Nicaragua northward to the Honduras border and Honduras coast east of Punta Castilla"
None,N/A
None,Same as watch area (Central America) – no U.S. coastline under warning at this advisory
"12.5N, 82.5W","12.6N, 82.6W"
"12.2N, 81.9W","12.2N, 81.9W"
NW,NW
NW,NW
7,7 mph
35,7 mph
"FL, AL, MS, LA, TX","Central America (Nicaragua, Honduras), Yucatan Peninsula, and U.S. central Gulf Coast from southeast Louisiana eastward to the Florida Panhandle"
"Cuba
Bahamas
Florida","Central America (NIC, HON), Yucatán Peninsula, and northern Gulf Coast from southeast Louisiana eastward to Florida Panhandle and inland Southeast U.S."
LAKE CHARLES LA,LAKE CHARLES LA
LAKE CHARLES,LAKE CHARLES LA
5,4%
3,3%
0,<3%
0,<1%
N/A,96
120,120
N/A,
N/A,N/A
4,4%
3,3%
None,B.
D,C.
Sandy Bay Sirpi Nicaragua to Punta Castilla Honduras,"Central America (Nicaragua, Honduras), Yucatan Peninsula, and U.S. central Gulf Coast from southeast Louisiana eastward to the Florida Panhandle"
Sandy Bay Sirpi Nicaragua to Punta Castilla Honduras,"Central America (NIC, HON), Yucatán Peninsula, and northern Gulf Coast from southeast Louisiana eastward to Florida Panhandle and inland Southeast U.S."
A,A.
A,A.
D,B.
D,A.
Nicaragua,"Central America (Nicaragua, Honduras), Yucatan Peninsula, and U.S. central Gulf Coast from southeast Louisiana eastward to the Florida Panhandle"
East Coast,"Central America (NIC, HON), Yucatán Peninsula, and northern Gulf Coast from southeast Louisiana eastward to Florida Panhandle and inland Southeast U.S."
48,66
None,93
78,72
144,≥120
D,D.
D,D.
A,A.
A,A.
D,D.
D,D.
No,No
No,No
C,D.
C,D.
168,66
0,93
D,B.
D,B.
A,A.
A,B.
A,B.
B,B.
"No additional hazards are described for Lake Charles Harbor District, LA.",None anticipated beyond brief heavy showers that could temporarily reduce visibility and create slick surfaces on terminal areas.
"There are no additional hazards mentioned for Lake Charles Harbor District, LA, excluding rainfall, wind, and storm surge.",None of significance for port operations at this time.
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""0"",
    ""in 24h"": ""0"",
    ""in 48h"": ""0"",
    ""in 72h"": ""1"",
    ""in 96h"": ""1""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '4%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""0"",
    ""in 24h"": ""0"",
    ""in 48h"": ""0"",
    ""in 72h"": ""0"",
    ""in 96h"": ""0""
  }
}
```","{'in 12h': '<1%', 'in 24h': '<1%', 'in 48h': '<1%', 'in 72h': '<1%', 'in 96h': '2%'}"
12-10-2017,None
10-10-2017,None
09-10-2017,None
08-10-2017,None
10-10-2017,None
10-10-2017,None
3,0
5,0
0,None
1,None
0,None
2,None
C,A.
B,A.
