response,ground_truth
Yes,Yes
Yes,Yes
A,A.
B,A.
B,B.
B,B.
None,None
None,None
None,"Cape May, NJ to Watch Hill, RI, including Long Island and Long Island Sound"
None,"Cape May, New Jersey to Watch Hill, Rhode Island including Long Island and Long Island Sound"
"36.7N, 74.9W","37.4N, 74.8W"
"35.5N, 74.9W","35.5N, 74.9W"
N,N
N,N
45,10 mph
7,7 mph
"New Jersey
New York
Connecticut
Rhode Island
Massachusetts
New Hampshire
Maine","Delaware and New Jersey coasts northward through New York, Connecticut and Rhode Island"
"New Jersey, New York, Connecticut, Rhode Island, Massachusetts, New Hampshire, Maine",Mid-Atlantic coastline from North Carolina through New Jersey and New York to southern New England
NYC CNTRL PARK,NYC JFK AIRPRT
NYC JFK AIRPRT,NYC JFK AIRPRT
32,32%
31,31%
32,8%
8,8%
12,36
30,21
12,36
24,21
32,32%
31,24%
D,D.
B,B.
mid-Atlantic coast to northeast United States,"Delaware and New Jersey coasts northward through New York, Connecticut and Rhode Island"
Cape May New Jersey to Watch Hill Rhode Island,Mid-Atlantic coastline from North Carolina through New Jersey and New York to southern New England
B,B.
B,B.
B,B.
B,D.
North Carolina,"Delaware and New Jersey coasts northward through New York, Connecticut and Rhode Island"
Mid-Atlantic,Mid-Atlantic coastline from North Carolina through New Jersey and New York to southern New England
50,18
18,20
36,24
12,24
D,D.
C,D.
C,B.
C,B.
B,C.
C,B.
No,Yes
Yes,Yes
C,B.
C,B.
36,18
24,20
A,B.
A,A.
D,B.
D,B.
C,C.
C,C.
Isolated tornadoes are possible.,Isolated tornadoes cannot be ruled out Friday afternoon and evening
There are no other hazards mentioned.,"Rough seas, dangerous rip currents, and localized coastal flooding may disrupt vessel movements and terminal operations."
"{
  ""gale_probability"": {
    ""in 12h"": 1,
    ""in 24h"": 21,
    ""in 48h"": 1,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}","{'in 12h': '0%', 'in 24h': '19%', 'in 48h': '32%', 'in 72h': '32%', 'in 96h': '32%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": 14,
    ""in 24h"": 20,
    ""in 48h"": 10,
    ""in 72h"": 0,
    ""in 96h"": 0
  }
}
```","{'in 12h': '6%', 'in 24h': '24%', 'in 48h': '1%', 'in 72h': '0%', 'in 96h': '0%'}"
10-07-2020,None
10-07-2020,None
10-07-2020,None
10-07-2020,None
11-07-2020,None
11-07-2020,None
3,0
3,0
2,None
0,None
32,None
31,None
D,A.
C,A.
