response,ground_truth
No,Yes
Yes,Yes
,Yes
,Yes
,Yes
,A.
B,A.
,A.
B,B.
,B.
B,B.
,B.
C,B.
B,A.
B,A.
Texas to Florida,None
Corpus Christi to Tampa,None
Corpus Christi to Mobile,None in effect (all converted to warnings)
,West of Cameron LA to High Island TX
Brownsville to Tampa,"west of Intracoastal City, LA to High Island, TX"
Brownsville to Tampa,"San Luis Pass, Texas to the mouth of the Mississippi River"
,"San Luis Pass, TX eastward to the Alabama-Florida border, including Metropolitan New Orleans and Lake Pontchartrain"
,"San Luis Pass, TX eastward to the Mouth of the Pearl River, LA (includes Lake Charles area)"
Brownsville to Biloxi,Cameron LA to the Mouth of the Pearl River MS/LA
Louisiana to Florida,"Intracoastal City, LA to the Mouth of the Pearl River"
,"28.2N, 93.2W"
"26.4N, 91.0W","27.3N, 91.9W"
"25.9N, 90.5W","25.7N, 90.6W"
"24.4N, 89.5W","24.8N, 90.1W"
,"24.7N, 88.7W"
,NW
,NW
NW,Stationary (expected to resume NW tonight)
NNW,NW
,N
,9 mph
7,8 mph
,0 mph (will increase to ~10 mph toward NW)
,8 mph
9,9 mph
"Texas
Louisiana",central Texas coast eastward through Louisiana and into the western Florida Panhandle
"Texas
Louisiana
Mississippi
Alabama",northern Gulf Coast from the central Texas coast to the western Florida Panhandle
"Texas
Louisiana
Mississippi
Alabama
Florida",South‐central Texas coast eastward across southern and southwestern Louisiana and into the western Florida Panhandle
"Texas
Louisiana
Louisiana
Mississippi
Alabama
Florida",Central Texas coast eastward across all of Louisiana to the western Florida Panhandle
,U.S. Gulf Coast from the central Texas coast to the western Florida Panhandle
,LAKE CHARLES LA
LAKE CHARLES,LAKE CHARLES
LAKE CHARLES,LAKE CHARLES
LAKE CHARLES,LAKE CHARLES
,LAKE CHARLES
75,75%
,55%
17,42%
,27%
11,29%
2,9%
,8%
2,3%
,4%
,5%
75,18
14,24
8,96
10,60
,55
8,24
3,24
3,48
,60
,55
,39%
14,33%
,42%
11,11%
10,11%
,A.
D,D.
D,D.
