response,ground_truth
Yes,No
Yes,Yes
,Yes
Yes,Yes
Yes,Yes
Yes,Yes
Yes,Yes
Yes,Yes
Yes,Yes
Yes,Yes
B,A.
B,A.
,A.
B,A.
C,C.
,C.
C,B.
C,B.
,A.
B,A.
B,A.
B,A.
B,B.
B,C.
B,B.
,B.
C,A.
B,A.
B,A.
B,A.
,"Tropical Storm Watch from Watch Hill RI to Stonington ME, including Martha’s Vineyard, Nantucket, and Block Island"
Florida to North Carolina,"Ocracoke Inlet NC to Watch Hill RI including Long Island Sound, Chesapeake Bay, Tidal Potomac and Delaware Bay (Tropical Storm Watch)"
North Carolina to Bermuda,Storm-Surge Watch from Jupiter Inlet FL to Ponte Vedra Beach FL and from Edisto Beach SC to Cape Fear NC
Virginia to Bermuda,"Tropical Storm Watch north of Ponte Vedra Beach, FL to South Santee River, SC; Storm Surge Watch Jupiter Inlet to Ponte Vedra Beach, FL"
"North Carolina to Bermuda motion at 0/movement and intensity: Saturation:

motion: Saturation:
motion: Saturation:

motion: Sat/movement: Saturation/movement: Saturation: Saturation:
Movement rate: Saturation Saturation Saturation of Saturation Sat Saturation: Saturation Saturation Saturation Sat Saturation Saturation Sat of Sat Sat Sat of Sat of Sat Sat Sat Sat Saturation Sat Sat Sat Sat SatSat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat Sat","Hallandale Beach to south of Boca Raton, FL"
Havana to Bermuda,"Hallandale Beach to south of Boca Raton, FL"
Virginia to North Carolina,"East coast of Florida from Ocean Reef to Sebastian Inlet, including Lake Okeechobee"
Florida to Bermuda,East coast of Florida from Ocean Reef to Sebastian Inlet (includes Port Everglades area)
,"Tropical Storm Watch for the Northwestern Bahamas (Andros Island, New Providence, Eleuthera, Abacos, Berry Islands, Grand Bahama, Bimini)"
Cuba to Bahamas,"Tropical-storm watches presently limited to the central Bahamas (Cat Island, the Exumas, Long Island, Rum Cay, San Salvador)"
,Tropical Storm Warning Flagler/Volusia County Line FL northward to west of Watch Hill RI; Hurricane Warning South Santee River SC to Surf City NC
North Carolina to Virginia,Sebastian Inlet FL to Ocracoke Inlet NC (Tropical Storm Warning); Edisto Beach SC to Cape Fear NC (Storm-surge warning)
South Carolina to North Carolina,"Tropical Storm Warning from Hallandale Beach FL to South Santee River SC, including Lake Okeechobee"
Virginia to Bermuda,"Hurricane Warning Boca Raton, FL to Volusia/Flagler County Line, FL; Tropical Storm Warning north of Ocean Reef to south of Boca Raton, FL and Lake Okeechobee"
North Carolina to Bermuda,"North of Ocean Reef to south of Boca Raton, FL (tropical-storm) ; Boca Raton to Volusia/Flagler County line, FL (hurricane)"
Florida to North Carolina,"North of Ocean Reef to south of Boca Raton, FL"
,None along Florida (Hurricane Warnings confined to the Bahamas)
Honduras to Turks and Caicos,Hurricane Warning for the Northwestern Bahamas (none yet for Florida)
Grand Cayman to Turks and Caicos,"Tropical Storm Warning for Puerto Rico, U.S./British Virgin Islands, Dominican Republic, Haiti north coast, Turks & Caicos, Southeastern and Central Bahamas"
Bahamas to Turks and Caicos,"Tropical-storm warnings extend from Puerto Rico and the U.S./British Virgin Islands westward across all of Hispaniola, Turks & Caicos, and the southeastern Bahamas"
"29.7N, 79.9W","30.2N, 80.1W"
"27.8N, 79.8W","28.2N, 79.7W"
,"26.5N, 79.5W"
"25.1N, 78.7W","25.3N, 78.9W"
,"24.3N, 77.5W"
"20.6N, 75W","22.9N, 75.9W"
,"21.3N, 73.9W"
"19.5N, 76.6W","19.9N, 71.2W"
"17.2N, 67.9W","17.6N, 68.5W"
18.454.38.32.2 38.332.5333-322-32.3333-32323233.32-33-31.3333-3333-33333333-3333333333333333333333333333333,"16.0N, 66.3W"
N,N
,NNW
NW,NW
ESE,NW
NW,NW
WNW,NW
NNW,NW
NW,NW
NW,NW
WNW,WNW
,13 mph
9,9 mph
9,8 mph
10,9 mph
12,12 mph
15,15 mph
17,17 mph
20,20 mph
21,20 mph
23,18 mph
"Florida
Georgia
Georgia
South Carolina
North Carolina
Virginia
Maryland",Entire U.S. Atlantic coastline from east-central Florida northward to Maine
"Florida
Georgia
South Carolina
North Carolina
Virginia","Florida east coast through the Carolinas, Mid-Atlantic and New England coasts"
,Entire southeast Florida coast northward through Georgia and the Carolinas
,"Entire Florida east coast, then coastal Georgia and the Carolinas northward to New England through the 5-day period"
"North Carolina
South Carolina
Georgia
Florida",Entire southeast Florida coastline from Miami-Dade through Palm Beach counties
"Florida
Georgia
South Carolina
North Carolina",Entire southeast Florida coast from Miami-Dade through the Space Coast
"Jamaica
Haiti
Dominican Republic
Turks and Caicos Islands 
Bahamas",Southeast Florida coast from the Upper Keys through Cape Canaveral and the entire Bahamas chain
"Florida
Bahamas
Cuba",Southeast Florida coastline from Miami-Dade through Palm Beach counties and the Northwestern/Central Bahamas
"Jamaica, Cayman Islands, Cuba, Bahamas, Turks and Caicos",Southeast Florida coastline from Miami to Cape Canaveral likely to experience tropical-storm conditions
"Jamaica, Cayman Islands, Cuba, Bahamas","northern Leeward Islands through Hispaniola, Turks & Caicos, all Bahamas, and the Florida east coast northward to the Carolinas"
MAYPORT NS FL,MAYPORT NS FL
FT LAUDERDALE,FT LAUDERDALE FL
FT LAUDERDALE,FT LAUDERDALE FL
FT Lauderdale,FT LAUDERDALE FL
FT PIERCE FL,FT LAUDERDALE FL
FT LAUDERDALE,FT LAUDERDALE FL
