response,ground_truth
Yes,No
Yes,Yes
Yes,Yes
B,A.
B,A.
B,A.
B,B.
B,B.
B,A.
,None in effect at this time (earlier watch north of Altamaha Sound was upgraded to a warning)
,North of Altamaha Sound GA to South Santee River SC
Bahamas to Bermuda,None in effect; interests along northeastern Florida through southern South Carolina advised to monitor
Morehead City to Bermuda,"Sebastian Inlet, FL northward to South Santee River, SC – includes Cape Canaveral area"
Bahamas to Bermuda,"Indian Pass to Englewood on the Gulf coast, and Altamaha Sound GA southward to Sebastian Inlet FL (includes Cape Canaveral area)"
South Carolina to North Carolina,Tropical Storm Warning – Indian Pass to Englewood (Florida Gulf Coast)
"24.0N, 73.3W","27.0N, 87.0W"
"16.8N, 70.1W","23.6N, 87.8W"
"24.2N, 76.3W","21.9N, 88.1W"
ENE,NNE
ENE,N
N,N
,16 mph
9,9 mph
8,8 mph
"Virginia
North Carolina
South Carolina
Georgia
Florida",Gulf Coast of the Florida Big Bend through the entire Atlantic coastline of Florida and the Carolinas
"Bermuda, Bahamas, Bermuda",Florida peninsula (Big Bend through east-central FL) and the coasts of Georgia and the Carolinas
,"Florida Gulf Coast, Florida Peninsula (including east-central coast), then Georgia and the Carolinas"
,COCOA BEACH FL
COCOA BEACH,PATRICK AFB
COCOA BEACH,COCOA BEACH FL
,30%
0,9%
,8%
0.00,2%
"Based on the provided data, there is no explicit cumulative probability given for 50-kt wind arrival at Canaveral Port District, FL within the next 5 days. The data is presented as forecasts with various timings and wind speeds, but without an aggregate probability.

Therefore, the answer is 0.",<1%
,<3%
0,24
3,36
,72
,N/A
1,
64,N/A
85,30%
28,9%
,8%
A,B.
B,C.
B,A.
Indian Pass to Englewood,Gulf Coast of the Florida Big Bend through the entire Atlantic coastline of Florida and the Carolinas
Indian Pass to Englewood,Florida peninsula (Big Bend through east-central FL) and the coasts of Georgia and the Carolinas
Indian Pass to Tampa Bay,"Florida Gulf Coast, Florida Peninsula (including east-central coast), then Georgia and the Carolinas"
B,B.
B,B.
A,A.
,A.
D,B.
,C.
North Carolina,Gulf Coast of the Florida Big Bend through the entire Atlantic coastline of Florida and the Carolinas
Bermuda,Florida peninsula (Big Bend through east-central FL) and the coasts of Georgia and the Carolinas
North Carolina,"Florida Gulf Coast, Florida Peninsula (including east-central coast), then Georgia and the Carolinas"
,9
72,21
,30
,24
25,33
23,48
D,D.
D,D.
D,D.
C,B.
C,B.
,B.
"There is no mention of Canaveral Port District within the text provided. Therefore, it is impossible to answer your question using the given information.",B.
"Based on the provided forecast data, there's no specific mention of Canaveral Port District. However, the data covers a wide area of Florida, including locations near Canaveral. Looking at the overall pattern, the highest wind probabilities (indicated by the numbers in parentheses) seem to be concentrated in the **24-48 hours** time frame.

Therefore, the answer is **C**.",C.
,D.
,Yes
No,No
No,No
A,B.
B,B.
"Based on the provided text, the first time the probability of 34-kt winds at Canaveral Port District, FL rises above zero is within the **0-24 Hours** timeframe.



**Therefore, the answer is B.**",C.
8,9
24,21
40,30
A,A.
A,B.
A,B.
D,A.
,A.
D,B.
D,C.
Localized coastal flooding and dangerous surf are possible.,Isolated tornadoes embedded in outer rain-bands
Localized coastal flooding and dangerous surf are possible.,Isolated tornadoes possible in outer rainbands Monday
Tornadoes.,Isolated tornadoes possible Monday afternoon and evening as rain bands sweep across central Florida
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""High"",
    ""24_hours"": ""Very High"",
    ""48_hours"": ""High"",
    ""72_hours"": ""Moderate"",
    ""96_hours"": ""Low""
  }
}
```","{'in 12h': '2%', 'in 24h': '30%', 'in 48h': '30%', 'in 72h': '30%', 'in 96h': '30%'}"
