response,ground_truth
Yes,Yes
Yes,Yes
B,A.
B,A.
B,A.
B,A.
Quintana Roo to Turks and Caicos,Central Bahamas
Bahamas to Turks and Caicos,None at this time; interests in South Florida and the Florida Keys are advised to monitor the system
Belize to Turks and Caicos,Isla de la Juventud to Villa Clara Cuba and the north-western Bahamas
Honduras to Turks and Caicos,"Tropical Storm Warning for Isla de la Juventud and western Cuba provinces, and for the north-western Bahamas"
"18.9N, 84.6W","19.6N, 84.2W"
"17.5N, 84.5W","17.5N, 84.5W"
E,N
NNW,NNW
7,10 mph
6,6 mph
"Yucatán Peninsula
Cuba
Bahamas
Florida 
Puerto Rico","Western Cuba, Florida Keys, South Florida (including Miami), north-western Bahamas"
"Cuba
Bahamas
Jamaica
Honduras
Belize","Western Cuba, Straits of Florida, Florida Keys and South Florida, north-western Bahamas"
MIAMI FL,MIAMI FL
FT PIERCE FL,MIAMI FL
10,10%
11,16%
0,0%
3,0%
7,36
11,36
N/A,N/A
2,0
10,9%
11,11%
A,A.
B,B.
western Cuba to northwestern Bahamas,"Western Cuba, Florida Keys, South Florida (including Miami), north-western Bahamas"
western Cuba to northwestern Bahamas,"Western Cuba, Straits of Florida, Florida Keys and South Florida, north-western Bahamas"
A,B.
A,B.
D,D.
B,B.
Yucatán Peninsula,"Western Cuba, Florida Keys, South Florida (including Miami), north-western Bahamas"
Belize,"Western Cuba, Straits of Florida, Florida Keys and South Florida, north-western Bahamas"
28,10
25,24
24,24
24,48
B,D.
D,B.
C,B.
C,B.
B,C.
C,C.
No,No
Yes,No
A,B.
A,C.
12,10
36,24
B,B.
D,B.
D,A.
D,A.
D,D.
D,C.
Tornadoes.,Brief tornadoes possible Saturday afternoon and evening across South Florida
Delayed vessel schedules and potential port closures.,"Frequent squalls reducing visibility, lightning, and short-period harbor swell that could disrupt cargo handling and pilot transfers"
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""7"",
    ""in 48h"": ""11"",
    ""in 72h"": ""2"",
    ""in 96h"": ""0""
  }
}
```","{'in 12h': '0%', 'in 24h': '1%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""1"",
    ""in 48h"": ""2"",
    ""in 72h"": ""3"",
    ""in 96h"": ""3""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '5%', 'in 72h': '0%', 'in 96h': '0%'}"
29-10-2017,10/31/2017
28-10-2017,10/31/2017
29-10-2017,10/31/2017
02-11-2017,10/31/2017
29-10-2017,10/31/2017
19-10-2017,10/31/2017
3,1
5,1
0,1.0
5,1.0
None,0.745101132
11,0.745101132
D,B.
A,B.
