response,ground_truth
,No
,No
No,Yes
Yes,No
Yes,Yes
,A.
,A.
B,A.
B,A.
B,A.
,A.
B,A.
B,A.
B,A.
B,A.
,Storm Surge Watch west of Shell Beach LA to the Mouth of the Mississippi River and east of Dauphin Island AL to Navarre FL
Louisiana to North Carolina,"None in effect west of Morgan City, LA"
Brownsville to Vero Beach,Hurricane Watch from the mouth of the Pearl River to the Alabama-Florida border; Storm Surge Watch west of Shell Beach LA to the Mouth of the Mississippi River and east of the Mississippi-Alabama border to Navarre FL
Brownsville to West Palm Beach,"Tropical Storm Watch is posted from the AL/FL border westward to east of Morgan City, LA including Lake Pontchartrain and Lake Maurepas"
,"Alabama–Florida border westward to east of Morgan City, Louisiana, including Lake Pontchartrain and Lake Maurepas"
Alexandria to Mobile,Hurricane Warning mouth of Pearl River to AL-FL border; Storm Surge Warning Shell Beach LA to Dauphin Island AL; Tropical Storm Warning west of Pearl River to Grand Isle LA and AL-FL border to Okaloosa-Walton Co. line
,"Hurricane Warning from mouth of the Pearl River to the Alabama-Florida border; Tropical Storm Warning east of Morgan City, LA to the AL/FL border"
Brownsville to Vero Beach,Storm Surge Warning Shell Beach LA to Mississippi-Alabama border; Tropical Storm Warning Okaloosa-Walton County Line FL westward to east of Morgan City LA (including Lakes Pontchartrain and Maurepas) and South Florida/Keys
Brownsville to West Palm Beach,Storm Surge Watch from the MS/AL border westward to the Mouth of the Mississippi River
Brownsville to Vero Beach,None
"28.1N, 86.2W","28.9N, 87.3W"
"26.7N, 83.4W","27.3N, 85.0W"
"25.1N, 80.7W","25.8N, 81.9W"
"23.0N, 77.8W","24.0N, 79.4W"
"24.2N, 74.2W","22.7N, 77.3W"
,NW
WNW,WNW
WNW,WNW
WNW,WNW
WNW,WNW
,15 mph
,17 mph
17,16 mph
,15 mph
15,15 mph
"Louisiana
Mississippi
Alabama
Florida","north-central Gulf Coast from southeast Louisiana through coastal Mississippi, Alabama, and the western Florida Panhandle"
"Louisiana
Mississippi
Alabama
Florida",North-central Gulf Coast from Louisiana-Texas border eastward to the Alabama-Florida border
,"Florida Keys and peninsula, eastern Gulf of Mexico, central Gulf Coast from Louisiana through the western Florida Panhandle; minor surge potential to the Louisiana-Texas border"
"Texas
Louisiana
Mississippi
Alabama
Florida
Georgia
South Carolina
North Carolina
Virginia
Cuba",Greatest impacts expected along the central Gulf Coast from the western Florida Panhandle to southeast Louisiana; lower impacts possible westward to the Louisiana-Texas border
"Florida
Alabama
Mississippi
Louisiana",Central Gulf Coast from the western Florida Panhandle to southeast Louisiana with an inland track toward Arkansas/Oklahoma
SHREVEPORT LA,BATON ROUGE LA
MORGAN CITY LA,NEW IBERIA LA
HIGH ISLAND TX,PORT ARTHUR TX
PORT ARTHUR TX,PORT ARTHUR TX
MATAGORDA TX,PORT ARTHUR TX
X,3%
X,3%
,7%
12,12%
0.0000,13%
"There is no data for Port Arthur, TX in the provided text. The text only includes data for locations such as Panama City FL, Destin, Montgomery, Mobile, Gulfport, Buras and Buras. ,.
Therefore, the answer is 0.
0",0%
,<3%
0,<3%
0,0%
0.06,3%
,18
N/A,24
7,120
3,120
6,120
N/A,0
N/A,N/A
7,N/A
,N/A
46,96
N/A,3%
N/A,1%
2,7%
,12%
6,13%
D,A.
C,A.
D,A.
,C.
D,C.
