response,ground_truth
Yes,No
Yes,Yes
,Yes
,A.
,A.
B,A.
B,A.
B,A.
B,A.
Corpus Christi to Mobile,"N/A – watches begin east of Morgan City, LA"
Corpus Christi to Apalachicola,"No coastal watches posted for the Texas coast west of Intracoastal City, LA"
Brownsville to Vero Beach,"No watches posted west of Intracoastal City, LA; Texas coast not included"
Brownsville to Morehead City,"Tropical-storm warnings extend from east of Morgan City, LA to the Okaloosa/Walton County line, FL, including Lakes Pontchartrain & Maurepas and metro New Orleans"
,"Tropical Storm Warning from Intracoastal City, LA eastward to the Okaloosa/Walton County line, FL (including Lake Pontchartrain, Lake Maurepas, and metro New Orleans)"
,"Tropical Storm Warning from Intracoastal City, Louisiana, eastward to the Alabama/Florida border including Lakes Pontchartrain and Maurepas and metropolitan New Orleans"
,"27.9N, 91.2W"
"23.5N, 92.2W","25.2N, 91.5W"
"29.0N, 92.4W","22.9N, 92.4W"
ENE,N
N,N
N,N
14,16 mph
9,14 mph
9,9 mph
,"Central and eastern Louisiana, Mississippi, Alabama and far western Florida Panhandle coastlines"
"Texas
Louisiana
Mississippi
Alabama
Florida","Northern Gulf Coast from the TX/LA border eastward through LA, MS, AL to the western FL Panhandle"
,Northern Gulf Coast from southeast Texas eastward to the Alabama–Florida border
GFMX 280N 890W,LAFAYETTE LA
GFMX 280N 930W,CAMERON LA
,CAMERON LA
"There is no data for Port Arthur, TX in the provided text.",≈3%
"There is no data for Port Arthur, TX in the provided text.",4%
,8%
X,0%
0,0%
,0%
N/A,9-12
,24
N/A,48
,N/A
,N/A
N/A,
,≈2–3%
,4%
N/A,8%
D,D.
C,C.
D,A.
"Cameron, LA to Okaloosa/Walton County Line, FL","Central and eastern Louisiana, Mississippi, Alabama and far western Florida Panhandle coastlines"
Intracoastal City Louisiana to the Okaloosa/Walton County line,"Northern Gulf Coast from the TX/LA border eastward through LA, MS, AL to the western FL Panhandle"
Intracoastal City Louisiana to the Alabama/Florida border,Northern Gulf Coast from southeast Texas eastward to the Alabama–Florida border
A,B.
A,B.
A,B.
C,A.
A,C.
D,B.
Florida,"Central and eastern Louisiana, Mississippi, Alabama and far western Florida Panhandle coastlines"
,"Northern Gulf Coast from the TX/LA border eastward through LA, MS, AL to the western FL Panhandle"
Florida,Northern Gulf Coast from southeast Texas eastward to the Alabama–Florida border
29,12
,20
28,33
25,24
78,48
24,24
,D.
B,D.
C,D.
,B.
C,C.
,B.
D,A.
D,B.
D,C.
,No
No,No
,No
D,B.
,B.
D,B.
12,12
,20
48,33
,B.
D,B.
D,B.
,B.
B,A.
,A.
D,A.
B,D.
D,D.
,"Low tornado threat remains east of the track, therefore minimal for Port Arthur"
,Isolated brief tornado threat within rain bands; lightning and reduced visibilities may intermittently halt cargo and bunkering operations.
Tornadoes.,Isolated tornado threat mainly east of the port; elevated seas and short-period swells may disrupt vessel movements and lightering operations
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""3"",
    ""in 24h"": ""10"",
    ""in 48h"": ""11"",
    ""in 72h"": ""9"",
    ""in 96h"": ""6""
  }
}
```","{'in 12h': '2%', 'in 24h': '3%', 'in 48h': '3%', 'in 72h': '1%', 'in 96h': '0%'}"
,"{'in 12h': '1%', 'in 24h': '3%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""13"",
    ""in 48h"": ""2"",
    ""in 72h"": ""2"",
    ""in 96h"": ""0""
  }
}
```","{'in 12h': '1%', 'in 24h': '7%', 'in 48h': '8%', 'in 72h': '8%', 'in 96h': '8%'}"
19-06-2021,None
,None
,None
19-06-2021,None
19-06-2021,None
,None
,None
19-06-2021,None
,None
3,0
3,0
3,0
,None
5,None
2,None
,None
0,None
,None
A,A.
,A.
,A.
