response,ground_truth
Yes,Yes
Yes,Yes
C,A.
C,A.
C,B.
C,B.
Corpus Christi to Port Arthur,None
Corpus Christi to Grand Isle,
Corpus Christi to Galveston,"Baffin Bay to High Island, Texas"
Corpus Christi to Port Arthur,"Baffin Bay to High Island, Texas (includes upper Texas coast)"
"27.6N, 95.3W","27.9N, 95.7W"
"27.1N, 94.2W","27.1N, 94.2W"
NW,NW
NW,NW
13,13 mph
12,12 mph
,Central and upper Texas coast and western Louisiana coast
"Texas
Louisiana",Texas coast from Baffin Bay through Galveston Bay and the upper Texas coastline including Beaumont/Port Arthur
PORT ARTHUR TX,PORT ARTHUR TX
PORT ARTHUR TX,PORT ARTHUR TX
,30%
4,30%
X,<1%
24,<3%
N/A,6
N/A,6
N/A,N/A
N/A,N/A
N/A,30%
N/A,28%
B,B.
D,D.
Baffin Bay to High Island,Central and upper Texas coast and western Louisiana coast
Baffin Bay to High Island,Texas coast from Baffin Bay through Galveston Bay and the upper Texas coastline including Beaumont/Port Arthur
B,B.
B,B.
D,D.
D,D.
Louisiana,Central and upper Texas coast and western Louisiana coast
Louisiana,Texas coast from Baffin Bay through Galveston Bay and the upper Texas coastline including Beaumont/Port Arthur
20,6
24,10
25,24
26,36
D,B.
D,D.
C,B.
C,C.
D,B.
D,B.
No,Yes
No,Yes
A,A.
A,A.
7,6
16,10
A,A.
A,A.
D,C.
D,C.
C,C.
D,C.
Tornadoes.,A few tornadoes possible; localized freshwater flooding impacting road and rail access to the port
Flooding.,Freshwater flooding of low-lying areas and the potential for brief tornadoes in outer rain bands
"```json
{
  ""gale_probability"": {
    ""in_12h"": ""X(4)"",
    ""in_24h"": ""X(5)"",
    ""in_48h"": ""X(5)"",
    ""in_72h"": ""X(5)"",
    ""in_96h"": ""X(5)""
  }
}
```","{'in 12h': '28%', 'in 24h': '2%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""3"",
    ""in 24h"": ""13"",
    ""in 48h"": ""9"",
    ""in 72h"": ""0"",
    ""in 96h"": ""0""
  }
}
```","{'in 12h': '28%', 'in 24h': '2%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
16-06-2015,None
16-06-2015,None
16-06-2015,None
16-06-2015,None
17-06-2015,None
"I, The estimated is that's and 7 a the 
and
 the 
 and the
    
11: and if 7 and the
If the 
If the
 the 0
108 the

0 to a new
, or
A 
8 and the area in
 

 

 0 to
 and 10 AM CT... 0400 UTC) location, please read the full advisory.
-
-

Please provide the date and the format of DD-MM-YYYY
16-06-2015",None
5,0
3,0
1,None
0,None
1,None
None,None
D,A.
D,A.
