response,ground_truth
Yes,Yes
C,A.
C,A.
"Savannah, GA to Wilmington, NC",Edisto Beach SC to South Santee River SC (for Tropical Storm conditions)
Wilmington to Charleston,Edisto Beach SC to South Santee River SC (Tropical Storm Warning)
"31.9N, 78.3W","31.9N, 78.3W"
WNW,WNW
16,16 mph
"North Carolina
South Carolina
Georgia","central and southern South Carolina coast and the Georgia coast, including areas near Brunswick"
SAVANNAH GA,SAVANNAH GA
0,6%
0,0%
N/A,12
N/A,0
N/A,6%
A,A.
Edisto Beach to South Santee River,"central and southern South Carolina coast and the Georgia coast, including areas near Brunswick"
A,A.
D,D.
South Carolina,"central and southern South Carolina coast and the Georgia coast, including areas near Brunswick"
25,9
21,24
B,B.
C,B.
D,B.
No.,No
D,A.
12,9
B,B.
D,B.
D,B.
Limited potential widespread flooding impacts.,Thunderstorms with frequent lightning; brief reduced visibilities in heavy showers may disrupt vessel movements and cargo handling.
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""13"",
    ""in 24h"": ""15"",
    ""in 48h"": ""0"",
    ""in 72h"": ""0"",
    ""in 96h"": ""0""
  }
}
```","{'in 12h': '6%', 'in 24h': '6%', 'in 48h': '6%', 'in 72h': '6%', 'in 96h': '6%'}"
30-06-2021,None
30-06-2021,None
01-07-2021,None
5,0
0,None
None,None
A,A.
