response,ground_truth
Yes,Yes
A. None,B.
A. None,A.
None,Anclote River to Englewood on the west coast of Florida (includes Tampa Bay area)
None,None
"27.7N, 83.5W","27.7N, 83.5W"
E,E
8,8 mph
Florida,"West-central Florida coast including Tampa Bay, then east-central Florida and portions of the southeast U.S. coastline toward North Carolina"
TAMPA FL,TAMPA FL
13,13%
0,0%
12,6
N/A,
13,13%
"C. Tampa Port Authority, FL",C.
Anclote River to Englewood Florida,"West-central Florida coast including Tampa Bay, then east-central Florida and portions of the southeast U.S. coastline toward North Carolina"
A. Tropical Depression,A.
"C. Tampa Port Authority, FL",C.
Florida,"West-central Florida coast including Tampa Bay, then east-central Florida and portions of the southeast U.S. coastline toward North Carolina"
None,6
0,24
C. 4 days,D.
C. 13-24 hours,B.
A. 0-12 hours,B.
No,No
A. 0 hours,A.
8,6
B. Start of heavy rainfall,A.
A. Unlikely,B.
D. Possible,C.
Flooding due to heavy rainfall could lead to disruptions in port operations.,Localized flash flooding of streets and low-lying terminals; brief marine squalls possible.
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""17"",
    ""in 24h"": ""19"",
    ""in 48h"": ""19"",
    ""in 72h"": ""19"",
    ""in 96h"": ""19""
  }
}
```","{'in 12h': '8%', 'in 24h': '5%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
31-07-2017,None
31-07-2017,None
01-08-2017,None
2,0
2,None
13,None
B. 1-10 vessels,A.
