response,ground_truth
Yes.,Yes
A. None,A.
A. None,A.
None,Tropical Storm Watch from Anclote River to Englewood on the west coast of Florida
None,None
"27.7N, 83.5W","27.7N, 83.5W"
E,E
8,8 mph
Florida,"central Florida from Tampa Bay eastward to Cape Canaveral, then north-northeast along the southeast U.S. coastline toward the Outer Banks"
COCOA BEACH FL,COCOA BEACH FL
19,19%
0,0%
24,12
N/A,N/A
19,17%
"D. Tampa Port Authority, FL",A.
Anclote River to Englewood Florida,"central Florida from Tampa Bay eastward to Cape Canaveral, then north-northeast along the southeast U.S. coastline toward the Outer Banks"
A. Tropical Depression,A.
"A. Tampa Port Authority, FL",D.
Florida coast.,"central Florida from Tampa Bay eastward to Cape Canaveral, then north-northeast along the southeast U.S. coastline toward the Outer Banks"
0,6
20,24
C. 4 days,D.
C. 13-24 hours,B.
B. 12-24 Hours,B.
No,No
B. 0-24 Hours,B.
24,6
B. Start of heavy rainfall,B.
A. Unlikely,B.
A. Unlikely,B.
"There are no additional hazards mentioned for the Canaveral Port District, FL, excluding rainfall, wind, and storm surge.",Brief thunderstorms with lightning and reduced visibility in heavy downpours may interrupt cargo and passenger movements.
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""17"",
    ""in 24h"": ""19"",
    ""in 48h"": ""19"",
    ""in 72h"": ""19"",
    ""in 96h"": ""19""
  }
}
```","{'in 12h': '0%', 'in 24h': '17%', 'in 48h': '19%', 'in 72h': '19%', 'in 96h': '19%'}"
01-08-2017,8/2/2017
01-08-2017,8/2/2017
02-08-2017,8/2/2017
2,2
2,2.0
19,1.0
B. 1-10 vessels,B.
