response,ground_truth
Yes.,No
Yes.,No
B. Tropical Storm,A.
B. Tropical Storm,A.
A. None,A.
A. None,A.
None,"Port O'Connor to Sargent, Texas"
None,"Port O'Connor to Sargent, TX (tropical-storm watch)"
Port O'Connor to Sargent,"Mouth of Rio Grande to Port O'Connor, Texas"
Port O'Connor to Sargent,"Mouth of the Rio Grande to Port O'Connor, TX (tropical-storm warning)"
"25.2N, 91.6W","25.2N, 91.6W"
"25.0N, 89.9W","25.0N, 89.9W"
W,W
W,W
18,18 mph
16,16 mph
Texas,"South Texas coastline from the Mouth of the Rio Grande northward to Sargent, TX"
Texas,"South Texas shoreline from the Rio Grande northward to Sargent, TX"
PORT O CONNOR,MATAGORDA TX
PORT O CONNOR,MATAGORDA TX
0,0%
0,≈5%
0,0%
0,0%
N/A,N/A
N/A,18
N/A,N/A
N/A,N/A
N/A,0%
N/A,5%
"C. Houston Port Authority, TX",A.
"A. Houston Port Authority, TX",D.
"Mouth of Rio Grande to Port O'Connor, Texas","South Texas coastline from the Mouth of the Rio Grande northward to Sargent, TX"
"Mouth of Rio Grande to Port O'Connor, Texas","South Texas shoreline from the Rio Grande northward to Sargent, TX"
A. Tropical Depression,A.
"B. Houston Port Authority, TX",D.
"A. Houston Port Authority, TX",B.
Texas coast.,"South Texas coastline from the Mouth of the Rio Grande northward to Sargent, TX"
Texas coast.,"South Texas shoreline from the Rio Grande northward to Sargent, TX"
21,20
33,21
21,0
36,N/A
B. 3 days,B.
B. 3 days,B.
C. 13-24 hours,A.
C. 13-24 hours,A.
D,A.
A. 0-12 hours,B.
No,No
No,No
B. 0-24 Hours,A.
E. Not applicable,B.
24,20
24,21
D. None,D.
D. None,B.
A. Unlikely,B.
A. Unlikely,B.
A. Unlikely,B.
A. Unlikely,B.
A couple of tornadoes are possible across south Texas on Tuesday.,None anticipated that would disrupt port operations
Large swells are likely to cause life-threatening surf and rip current conditions.,Rough surf and dangerous rip currents along the upper Texas coast
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""10"",
    ""in 24h"": ""10"",
    ""in 48h"": ""0"",
    ""in 72h"": ""0"",
    ""in 96h"": ""0""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""34"",
    ""in 24h"": ""34"",
    ""in 48h"": ""34"",
    ""in 72h"": ""34"",
    ""in 96h"": ""34""
  }
}
```","{'in 12h': '<1%', 'in 24h': '5%', 'in 48h': '1%', 'in 72h': '<1%', 'in 96h': '<1%'}"
22-08-2023,None
22-08-2023,None
22-08-2023,None
22-08-2023,None
24-08-2023,None
23-08-2023,None
3,0
3,0
2,None
2,None
None,None
None,None
A. None,A.
A. None,A.
