response,ground_truth
No,No
A. None,A.
A. None,A.
None,"Tropical Storm Watch from Anclote River to Englewood, FL (west-central Florida Gulf Coast)"
None,None in effect
"27.7N, 83.5W","27.7N, 83.5W"
E,E
8,8 mph
Florida,"central and south Florida Gulf coast today, then east-central Florida Atlantic coast and portions of the southeast U.S. Atlantic seaboard"
NAPLES FL,TAMPA FL
0,13%
0,<1%
N/A,6
N/A,Not applicable (≤1%)
N/A,8%
"C. Port of Brunswick, GA",D.
Anclote River to Englewood Florida,"central and south Florida Gulf coast today, then east-central Florida Atlantic coast and portions of the southeast U.S. Atlantic seaboard"
A. Tropical Depression,A.
"D. Tampa Port Authority, FL",A.
Florida Coast,"central and south Florida Gulf coast today, then east-central Florida Atlantic coast and portions of the southeast U.S. Atlantic seaboard"
None,6-12
None,0 (system is already well east of Mobile’s coastal waters and will not approach)
C. 4 days,D.
A. 0 hours,A.
D,B.
No,No
D. 48 hours or more,A.
0,6-12
D. None,D.
A. Unlikely,B.
A. Unlikely,B.
"There are no additional hazards mentioned for Mobile, AL, excluding rainfall, wind, and storm surge.",Potential for elevated rip currents along Alabama Gulf beaches but no significant operational hazards at the port
"```json
{
  ""gale_probability"": {
    ""in 12h"": ""17"",
    ""in 24h"": ""19"",
    ""in 48h"": ""19"",
    ""in 72h"": ""19"",
    ""in 96h"": ""19""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
01-08-2017,None
31-07-2017,None
03-08-2017,None
2,0
2,None
None,None
A. None,A.
