response,ground_truth
NO,No
NO,No
B,A.
B,A.
C,A.
B,A.
Palm Coast FL to Edisto Beach SC,None
"**Tropical Storm Watch:** Jacksonville Beach FL to Flagler Beach FL
**Hurricane Watch:** None",None (tropical-storm watch area not issued with Advisory #1)
"Based on the Track Forecast Cone, I see:

* Coastal areas under Tropical Storm Warning: Cancun to Tulum
* Coastal areas under Hurricane Warning: Veracruz to Punta El Rasillo",Cape May New Jersey to Watch Hill Rhode Island including Long Island and Long Island Sound
Baja California Sur to Puerto Vallarta,"Cape May, NJ northward to Watch Hill, RI including Long Island and Long Island Sound"
"25.8N, 83.2W","37.4N, 74.8W"
"23.5N, 93.2W","35.5N, 74.9W"
WNW,N
WNW,N
25,10 mph
20,7 mph
Florida,Mid-Atlantic coast from Delaware northward to southern New England
Florida,Mid-Atlantic states (NC to NJ) and southern New England coastline
ISLIP NY,None
PORTLAND ME,None
0,0%
X,0%
X,0%
1,0%
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
N/A,0%
N/A,0%
D,C.
"B. South Jersey Port Corp, NJ",C.
"Delmarva Peninsula, Lower Maryland Eastern Shore",Mid-Atlantic coast from Delaware northward to southern New England
"Mid-Atlantic coast, Southern New England",Mid-Atlantic states (NC to NJ) and southern New England coastline
B. Tropical Storm,B.
B,B.
B,B.
B,A.
Florida,Mid-Atlantic coast from Delaware northward to southern New England
Florida,Mid-Atlantic states (NC to NJ) and southern New England coastline
"Based on the Track Forecast Cone from National Hurricane Center, I predict that approximately 72 hours will pass before the cyclone reaches the coastline.

Output: 72",18
"Based on the Track Forecast Cone from National Hurricane Center, I analyze the data...

**Landfall expected!**

The expected time until landfall is: 48 hours.",21
60,0
36,N/A
D,D.
C,D.
D,A.
C,A.
X,A.
X,A.
No,No
No,No
X,A.
X,A.
24,18
0 hours,21
D,D.
D,D.
B,B.
B,B.
B,B.
B,B.
Isolated tornadoes are possible today over portions of Florida.,None
"Flooding: The Tropical Storm Fay's heavy precipitation may cause flash flooding in areas around Tampa Port Authority, potentially affecting port operations and vessel movements.",None
"{
  ""gale_probability"": {
    ""in 12h"": ""X"",
    ""in 24h"": ""7(7)"",
    ""in 48h"": ""22(29)"",
    ""in 72h"": ""19(31)"",
    ""in 96h"": ""13(32)""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"{
""future_12_hours"": {
""type"": ""X"",
""value"": ""3""
},
""future_24_hours"": {
""type"": ""2"",
""value"": ""4""
},
""future_48_hours"": {
""type"": ""1"",
""value"": ""5""
},
""future_72_hours"": {
""type"": ""1"",
""value"": ""2""
},
""future_96_hours"": {
""type"": ""X"",
""value"": ""26""
}
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
15-07-2020,None
09-10-2020,None
"Not provided. The given forecast products are for Tropical Storm Fay and its impacts on the East Coast of the United States, not for the Tampa Port Authority, FL.",None
09-10-2020,None
10-11-2020,None
09-10-2020,None
5,0
5,0
3,None
1,None
None,None
X,None
D.,A.
D. 20 vessels or more,A.
