response,ground_truth
No,No
C,A.
C,A.
Tampa Bay to Englewood,Tropical-storm warnings limited to Mexico Beach FL to Steinhatchee River FL (well east of Mississippi coast)
"[Image not found]

Please provide me with the Track Forecast Cone image from National Hurricane Center, and I'll be happy to assist you!","Same as watch area – Mexico Beach to Steinhatchee River, FL"
"25.7N, 83.1W","29.0N, 86.3W"
WNW,NE
25,21 mph
Florida,Primary impact zone is the eastern Florida Panhandle and immediate Big Bend coast; secondary impacts extend across southern GA/SC
PANAMA CITY FL,PANAMA CITY FL
1,4%
1%,0%
18,within 12 h
N/A,0
N/A,4%
C,A.
Florida Panhandle,Primary impact zone is the eastern Florida Panhandle and immediate Big Bend coast; secondary impacts extend across southern GA/SC
B,B.
D,D.
Florida,Primary impact zone is the eastern Florida Panhandle and immediate Big Bend coast; secondary impacts extend across southern GA/SC
25,6
72,0
D,D.
D,A.
C,A.
No,No
D,A.
10,6
D,D.
B,B.
B,B.
"Isolated tornadoes are possible over the Port of Pascagoula, Mississippi area.",Marginal risk of isolated brief tornadoes passes east of the port; no significant hazards anticipated for port operations.
"{
""gale_probability"": {
""in 12h"": 1,
""in 24h"": 17,
""in 48h"": X,
""in 72h"": X,
""in 96h"": X
}
}","{'in 12h': '4%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
09-10-2021,None
15-09-2021,None
09-11-2021,None
3,0
0,None
1,None
B. 10-20 vessels,A.
