response,ground_truth
YES,Yes
B,A.
C,A.
[Florida Keys] to [Miami],None (watches limited to Florida Panhandle at this time)
"Based on the Track Forecast Cone from National Hurricane Center, I can see that the coastal areas under Tropical Storm (TS) and Hurricane warnings are:

Key West, FL to Cedar Key, FL","Tropical Storm Warning from Mexico Beach to Steinhatchee River, FL"
"24.5N, 85.3W","29.0N, 86.3W"
WNW,NE
40,21 mph
Louisiana,"Florida Panhandle, southern Georgia, and coastal South Carolina (including the Charleston area)"
SAYEZZ,KINGS BAY GA
1,18%
1,0%
2,24
N/A,
N/A,18%
"B. Port of Brunswick, GA",D.
Florida Panhandle,"Florida Panhandle, southern Georgia, and coastal South Carolina (including the Charleston area)"
B. Tropical Storm,B.
B,A.
Florida,"Florida Panhandle, southern Georgia, and coastal South Carolina (including the Charleston area)"
"Based on the Track Forecast Cone from National Hurricane Center, I analyze the data and output: 72",9
60,36
C,D.
D,B.
D,B.
No,No
D,B.
18,9
D,B.
B,A.
C,D.
"Flooding and power outages are potential hazards for ships and port operations at the Port of Charleston, SC, due to possible isolated tornadoes or strong thunderstorms that may accompany Tropical Storm Mindy's offshore passage.",Low-end tornado risk in outer rainbands on Thursday
"{
  ""gale_probability"": {
    ""in 12h"": 1,
    ""in 24h"": 3,
    ""in 48h"": X,
    ""in 72h"": X,
    ""in 96h"": X
  }
}","{'in 12h': '1%', 'in 24h': '17%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
09-11-2021,None
13-09-2021,None
10-09-2021,None
5,0
4,None
1,None
B. 10-20 vessels,A.
