response,ground_truth
No,No
No,No
B,A.
B,A.
B,A.
B,A.
"Based on the Track Forecast Cone, the coastal areas under Tropical Storm (TS) and Hurricane watch are:

Miami Beach to Englewood FL",None
Jacksonville Beach FL to Flagler Beach FL,None in effect for the Great Lakes; tropical storm watch only along Texas coast is outside the Great Lakes region
"Based on the Track Forecast Cone from National Hurricane Center, I would say: Pensacola Beach to Key West.","Baffin Bay to High Island, Texas (Tropical Storm Warning area)"
"Based on the Track Forecast Cone from National Hurricane Center, the coastal areas under Tropical Storm (TS) and Hurricane warning are:

West Palm Beach to Deerfield Beach Florida

Please note that this information is only based on the provided image.","Tropical Storm Warning from Baffin Bay to High Island, Texas"
"23.5N, 85.8W","27.9N, 95.7W"
"24.5N, 84.2W","27.1N, 94.2W"
WNW,NW
WNW,NW
25,13 mph
40,12 mph
Florida,Central and upper Texas Gulf Coast; western Louisiana coastline
Florida,Texas coastline and immediately adjacent western Louisiana coast
HOUSTON TX,None
GFMX,None
4,0%
X,0%
3%,0%
1,0%
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
N/A,0%
N/A,0%
C,B.
"D. Houston Port Authority, TX",A.
Baffin Bay to High Island Texas,Central and upper Texas Gulf Coast; western Louisiana coastline
Baffin Bay to High Island Texas,Texas coastline and immediately adjacent western Louisiana coast
B. Tropical Storm,B.
B,B.
C,A.
B,D.
North Carolina,Central and upper Texas Gulf Coast; western Louisiana coastline
Florida,Texas coastline and immediately adjacent western Louisiana coast
"Based on the Track Forecast Cone from National Hurricane Center, I estimate the time to landfall is 72 hours.",≈6
5,10
144,N/A
72,N/A
B,D.
D,D.
D,A.
D,A.
D,A.
D,A.
No,No
No,No
D,A.
D,A.
24 hours,≈6
24,10
D,D.
D,D.
B,B.
B,B.
D,B.
C,B.
TORNADOES:,None
"No additional hazards are expected to be associated with Tropical Storm Bill at Cleveland-Cuyahoga Port, OH as it is not forecasted to impact this area.",None
"Here is the answer in JSON format:

{
  ""gale_probability"": {
    ""in 12h"": 3,
    ""in 24h"": 1,
    ""in 48h"": X,
    ""in 72h"": X,
    ""in 96h"": X
  }
}

Note: The probability values are in percentages.","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"{
  ""gale_probability"": {
    ""in 12h"": 3,
    ""in 24h"": 4,
    ""in 48h"": X,
    ""in 72h"": X,
    ""in 96h"": X
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
18-06-2015,None
24-06-2015,None
17-06-2015,None
21-06-2015,None
19-06-2015,None
20-06-2015,None
5,0
5,0
3,None
4,None
None,None
0,None
D. 20 vessels or more,A.
D. 20 vessels or more,A.
