response,ground_truth
Yes,Yes
Yes,Yes
Yes,Yes
B,A.
B,A.
B,A.
B,A.
B,A.
"Based on the Track Forecast Cone, the coastal areas under the Tropical Storm Watch are:

Fort Pierce to Flagler Beach, Florida
Jacksonville Beach to Ponte Vedra Beach, Florida",Sabine Pass TX to Rutherford Beach LA (includes Calcasieu and Sabine Lakes)
Tampa Bay to Flagler Beach FL to Daytona Beach FL,Tropical Storm Watch east of High Island TX to Sabine Pass; Storm Surge Watch San Luis Pass TX to Rutherford Beach LA (includes Calcasieu Lake area)
Miami Beach to Englewood FL,"North of Port Aransas to High Island, Texas (Tropical Storm Watch)"
"As a cyclone and port operations analyst, I can tell you that based on the Track Forecast Cone from National Hurricane Center:

Florida Keys from Key Largo to Kelsey City to West Palm Beach",None in Louisiana – Tropical-storm warnings stop at Sabine Pass TX
"Based on the Track Forecast Cone from National Hurricane Center:

Tampa Bay to West Palm Beach FL.",Tropical Storm Warning Mouth of Rio Grande to High Island TX; Storm Surge Warning Port Aransas to San Luis Pass TX including Matagorda Bay
"Florida Keys to Fort Myers, Florida","Mouth of the Rio Grande to Port Aransas, Texas (Tropical Storm Warning)"
"22.5N, 83.9W","26.9N, 96.5W"
"20.3N, 82.9W","25.1N, 96.5W"
"25.1N, 83.3W","21.7N, 95.5W"
WNW,N
WNW,NNW
WNW,NNW
25,12 mph
30,15 mph
25,15 mph
Florida,Upper and middle Texas coast and southwest Louisiana coast (including Lake Charles area)
North Carolina,Northwest Gulf coast from northeastern Mexico across the entire Texas coast to southwestern Louisiana
Florida,"Northeastern Mexico, south-central Texas coast, and western to central Louisiana coast"
LAKE CHARLES,LAKE CHARLES
LAKE CHARLES,LAKE CHARLES
LAKE CHARLES,LAKE CHARLES
2%,14%
27,30%
2,17%
2,0%
2,4%
2,0%
12,72
9,48
72,60
1,N/A
3,72
96,N/A
2%,14%
12,15%
6,9%
"C. Houston Port Authority, TX",A.
"B. Houston Port Authority, TX",A.
"D. Port of Brunswick, GA",A.
Port Aransas to Sabine Pass,Upper and middle Texas coast and southwest Louisiana coast (including Lake Charles area)
Port Aransas to San Luis Pass Texas,Northwest Gulf coast from northeastern Mexico across the entire Texas coast to southwestern Louisiana
Mouth of the Rio Grande to Port Aransas Texas,"Northeastern Mexico, south-central Texas coast, and western to central Louisiana coast"
B. Tropical Storm,B.
B. Tropical Storm,B.
B,B.
"C. Tampa Port Authority, FL",B.
B,C.
D,C.
Florida,Upper and middle Texas coast and southwest Louisiana coast (including Lake Charles area)
South Florida,Northwest Gulf coast from northeastern Mexico across the entire Texas coast to southwestern Louisiana
Florida,"Northeastern Mexico, south-central Texas coast, and western to central Louisiana coast"
"Based on the Track Forecast Cone from National Hurricane Center, I predict that it will take approximately **72** hours for the cyclone to reach its projected landfall.",8
45,15
"According to the Track Forecast Cone from National Hurricane Center, I'm reading an expected landfall in approximately **72** hours.",36
48,0
15,N/A (storm remains inland after Texas landfall)
48,72
C,D.
D,D.
D,D.
C,C.
D,C.
B,D.
D.,D.
D,C.
B,D.
No,No
Yes,No
No,No
B,B.
C. 24-48 hours,B.
C,C.
12,8
24,15
36,36
D,B.
D,B.
D. None,B.
C,B.
D. Possible,B.
B. No,B.
C,C.
C. Yes,C.
C. Yes,C.
HURRICANE,Isolated tornadoes in outer rain-bands and brief power outages
"Tornadoes are possible today into tonight across Lake Charles, Louisiana, posing an additional hazard to mariners at Lake Charles Harbor District.",Isolated tornado risk and dangerous rip currents/surf along the southwest Louisiana coast.
"Heavy debris and potential flooding from nearby rivers could pose significant challenges for vessel traffic and port operations at Lake Charles Harbor District, LA.",Potential river/low-land flooding and reduced visibility; prolonged rainfall may impact cargo handling and ground transportation links.
"{
""future_12"": ""97"",
""future_24"": ""95"",
""future_48"": ""90"",
""future_72"": ""85"",
""future_96"": ""80""
}","{'in 12h': '1%', 'in 24h': '7%', 'in 48h': '13%', 'in 72h': '14%', 'in 96h': '14%'}"
"{
""future_12_hours"": {
""gale_force_probability"": 60
},
""future_24_hours"": {
""gale_force_probability"": 70
},
""future_48_hours"": {
""gale_force_probability"": 80
},
""future_72_hours"": {
""gale_force_probability"": 85
},
""future_96_hours"": {
""gale_force_probability"": 90
}","{'in 12h': '0%', 'in 24h': '1%', 'in 48h': '15%', 'in 72h': '8%', 'in 96h': '2%'}"
"{
""future_12_hours"": {
""name"": ""BROWNSVILLE"",
""value"": 1
},
""future_24_hours"": {
""name"": ""CORPUS CHRISTI"",
""value"": 3
},
""future_48_hours"": {
""name"": ""PORT ARTHUR"",
""value"": 5
},
""future_72_hours"": {
""name"": ""FREEPORT"",
""value"": 2
},
""future_96_hours"": {
""name"": ""GALVESTON"",
""value"": 4
}
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '2%', 'in 72h': '9%', 'in 96h': '3%'}"
15-09-2021,None
13-09-2021,None
12-09-2021,None
13-15-2021,None
15-09-2021,None
19-09-2021,None
14-15-2021,None
15-09-2021,None
12-15-2021,None
4,0
7,0
7,0
12,None
5,None
2,None
34,None
34,None
1,None
The answer is C. 10-20 vessels.,A.
B. 10-20 vessels,A.
"Based on the information provided, I would answer:

D. 20 vessels or more",A.
