response,ground_truth
NO,Yes
Yes,Yes
NO,Yes
C,A.
C,A.
B,A.
B,B.
C,B.
B,B.
Tampa to Bonita Springs,None in effect
"Based on the Track Forecast Cone from National Hurricane Center, the coastal areas under Tropical Storm (TS) and Hurricane watch are:

Tampa to Englewood, FL",
"Based on the Track Forecast Cone from National Hurricane Center, I can see that the coastal areas under Tropical Storm (TS) and Hurricane watch are:

Key West, FL to Miami, FL",None
Miami Beach to West Palm Beach,"East of Morgan City LA to the Okaloosa/Walton County line FL, including Lake Pontchartrain, Lake Maurepas and Metro New Orleans"
"Based on the provided image [img-0], I can see that the Track Forecast Cone indicates a potential landfall.

According to the National Hurricane Center, the coastal areas under Tropical Storm Warning are:

**Florida** to **South Carolina**

And for Hurricane Warning:

**Georgia** to **North Carolina**

Please note that if there's any information missing in the image, I won't provide an answer.","Intracoastal City, LA to the Okaloosa/Walton County line, FL, including Lake Pontchartrain, Lake Maurepas and Metropolitan New Orleans"
"**Tropical Storm Warning:** Florida Keys from Bonita Bay to Key West.

**Hurricane Warning:** None","Intracoastal City, Louisiana, to the Alabama/Florida border, including Lake Pontchartrain, Lake Maurepas, and Metropolitan New Orleans"
"25.5N, 76.8W","27.9N, 91.2W"
"23.3N, 86.8W","25.2N, 91.5W"
"24.3N, 86.5W","22.9N, 92.4W"
WNW,N
WNW,N
WNW,N
45,16 mph
25,14 mph
25,9 mph
Florida,Northern Gulf Coast from central Louisiana eastward to the western Florida Panhandle
Florida,Northern Gulf Coast from Louisiana eastward to the western Florida Panhandle
Florida,"Central and eastern Louisiana, Mississippi, and Alabama coasts"
BATON ROUGE LA,BATON ROUGE LA
BATON ROUGE LA,BATON ROUGE LA
BATON ROUGE LA,BATON ROUGE LA
14%,15%
23%,28%
15%,20%
14,<3%
2,5%
2%,3%
14,12
28,36
15,45
14,NA
22,48
24,36
14,14%
23,28%
10,20%
B,C.
B,B.
B,C.
Northern Guf Coast,Northern Gulf Coast from central Louisiana eastward to the western Florida Panhandle
Northern Gulf Coast,Northern Gulf Coast from Louisiana eastward to the western Florida Panhandle
Northern Gulf Coast,"Central and eastern Louisiana, Mississippi, and Alabama coasts"
B,B.
B,B.
B,B.
C,D.
C,A.
B,C.
Florida,Northern Gulf Coast from central Louisiana eastward to the western Florida Panhandle
North Carolina,Northern Gulf Coast from Louisiana eastward to the western Florida Panhandle
Texas,"Central and eastern Louisiana, Mississippi, and Alabama coasts"
"According to the Track Forecast Cone from National Hurricane Center, I estimate that approximately **24** hours will pass before the cyclone makes landfall along the coast.",12
12,24
"According to the Track Forecast Cone from National Hurricane Center, I expect the cyclone to make landfall in 72 hours.",33
48,24
72,48
48,48
C,D.
C,D.
D,D.
D,B.
C,B.
C.,B.
C,B.
C,C.
D,C.
No,No
No,Yes
No,Yes
C,B.
C,C.
D,B.
10,12
10,24
36,33
B. Start of heavy rainfall,B.
B,B.
B. Start of heavy rainfall,B.
B,B.
C,B.
C,B.
C. Yes,C.
C,C.
C,C.
Tornadoes,Isolated tornadoes in rainbands beginning Friday night through Saturday
"Tornadoes are expected to pose a threat across coastal Louisiana, spreading overnight into southern portions of Louisiana, Mississippi, and Alabama, including the western Florida Panhandle.",Low-end tornado threat beginning Friday afternoon and continuing through Saturday.
"Tornadoes are expected to be a threat for coastal Louisiana on Friday afternoon, potentially expanding northward across southern portions of Louisiana and Mississippi, and southwest Alabama on Saturday.",Isolated tornadoes beginning Friday afternoon extending into Saturday.
"{
  ""gale_probability"": {
    ""in 12h"": 21,
    ""in 24h"": 6,
    ""in 48h"": X,
    ""in 72h"": X,
    ""in 96h"": X
  }
}","{'in 12h': '0%', 'in 24h': '14%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"Here is the answer:

{
  ""gale_probability"": {
    ""in 12h"": ""X"",
    ""in 24h"": ""1"",
    ""in 48h"": ""4"",
    ""in 72h"": ""7"",
    ""in 96h"": ""10""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '5%', 'in 72h': '0%', 'in 96h': '0%'}"
"{
  ""gale_probability"": {
    ""in 12h"": 1,
    ""in 24h"": 2,
    ""in 48h"": 6,
    ""in 72h"": 8,
    ""in 96h"": X
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '20%', 'in 72h': '20%', 'in 96h': '20%'}"
19-06-2021,None
19-06-2021,None
19-06-2021,None
19-06-2021,None
19-06-2021,None
18-06-2021,None
21-06-2021,None
20-06-2021,None
20-06-2021,None
5,0
5,0
5,0
3,None
4,None
3,None
34,None
50,None
34,None
D. 20 vessels or more,A.
B. 10-20 vessels,A.
B. 1-10 vessels,A.
