response,ground_truth
No,Yes
A,A.
A,A.
None,None
Florida to Louisiana,None
"25.6N, 94.4W","25.6N, 94.4W"
N,N
16,16 mph
Louisiana,Northern Gulf coast from Louisiana eastward into Mississippi and coastal Alabama
STENNIS MS,None (no Great-Lakes site listed in wind-probability table)
0,0%
0,0%
N/A,N/A
N/A,N/A
N/A,0%
A,B.
Louisiana,Northern Gulf coast from Louisiana eastward into Mississippi and coastal Alabama
A,A.
D,A.
Florida,Northern Gulf coast from Louisiana eastward into Mississippi and coastal Alabama
120,15
12,24
C,D.
D,B.
D,A.
No,No
D,A.
24,15
D,B.
B,B.
B,B.
Tornadoes are possible across southeast portions of Louisiana and Mississippi into southwest Alabama.,Brief reduced visibility and localized ponding on docks/terminal yards
"{
  ""gale_probability"": {
    ""in 12h"": ""10"",
    ""in 24h"": ""10"",
    ""in 48h"": ""10"",
    ""in 72h"": ""10"",
    ""in 96h"": ""10""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
25-10-2019,None
25-10-2019,None
30-10-2019,None
2,0
0,None
None,None
B. 1-10 vessels,A.
