response,ground_truth
No,No
No,No
No,No
A,A.
A,A.
B,A.
A,A.
A,A.
A,A.
30N to 45N,
None,None
None,
Florida to North Carolina,
None,None
None,
"33.1N, 74.8W","32.9N, 75.3W"
"32.6N, 74.1W","33.2N, 74.6W"
"32.2N, 73.8W","32.2N, 73.8W"
N,Stationary
NNW,NNW
NNW,NNW
2,0-2 mph
6,5 mph
5,5 mph
Florida,Outer Banks and portions of the North Carolina and mid-Atlantic coasts will experience increasing surf and rip currents
New England,Coasts of North Carolina and the Mid-Atlantic states will experience increased surf and rip currents
Delaware Bay,"Offshore waters and portions of the North Carolina coast, especially Cape Hatteras and adjacent barrier islands"
NEW RIVER NC,WILMINGTON NC
MOREHEAD CITY,WILMINGTON NC
NEW RIVER NC,WILMINGTON NC
3,3%
1,9%
16,36%
3,0%
1,0%
2,7%
18,36
1,72
1,120
21,N/A
1,
2,120
3,1%
1,3%
4,36%
B,B.
B,B.
B,B.
North Carolina,Outer Banks and portions of the North Carolina and mid-Atlantic coasts will experience increasing surf and rip currents
North Carolina,Coasts of North Carolina and the Mid-Atlantic states will experience increased surf and rip currents
North Carolina Coast,"Offshore waters and portions of the North Carolina coast, especially Cape Hatteras and adjacent barrier islands"
A,A.
A,A.
A,A.
B,D.
B,B.
B,B.
Florida,Outer Banks and portions of the North Carolina and mid-Atlantic coasts will experience increasing surf and rip currents
New Jersey,Coasts of North Carolina and the Mid-Atlantic states will experience increased surf and rip currents
New Jersey,"Offshore waters and portions of the North Carolina coast, especially Cape Hatteras and adjacent barrier islands"
120,N/A
120,
120,
120,0
120,72
120,0
D,D.
C,D.
C,D.
D,A.
D,D.
D,C.
D,C.
D,D.
D,D.
No,No
No,No
No,Yes
D,C.
D,C.
D,B.
24,N/A
48,
48,
D,B.
D,B.
D,A.
B,B.
B,A.
B,B.
B,B.
B,A.
B,B.
Swells generated by the depression are expected to increase and affect portions of the coasts of North Carolina and the mid-Atlantic states this weekend.,Dangerous rip currents and high surf will pose safety risks to port personnel and recreational users.
Swells generated by the depression are expected to increase and affect portions of the coasts of North Carolina and the mid-Atlantic states this weekend.,Dangerous surf and rip currents along nearby beaches.
Tsunami warning.,Dangerous rip currents and rough surf likely through the weekend.
"{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""1"",
    ""in 48h"": ""1"",
    ""in 72h"": ""5"",
    ""in 96h"": ""6""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '2%', 'in 72h': '3%', 'in 96h': '3%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": 0,
    ""24_hours"": 0,
    ""48_hours"": 0,
    ""72_hours"": 0,
    ""96_hours"": 0
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '1%', 'in 72h': '3%', 'in 96h': '3%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": 0,
    ""24_hours"": 0,
    ""48_hours"": 0,
    ""72_hours"": 0,
    ""96_hours"": 0
  }
}
```","{'in 12h': '0%', 'in 24h': '1%', 'in 48h': '10%', 'in 72h': '16%', 'in 96h': '32%'}"
08-07-2018,7/11/2018
07-07-2018,7/11/2018
07-07-2018,7/11/2018
07-08-2018,7/11/2018
07-07-2018,7/11/2018
07-07-2018,7/11/2018
07-08-2018,7/11/2018
07-07-2018,7/11/2018
09-07-2018,7/11/2018
5,2
3,2
3,2
5,2.0
3,2.0
4,2.0
3,0.486872879
3,0.486872879
4,0.486872879
B,B.
B,B.
A. None,B.
