response,ground_truth
No,No
No,No
No,No
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
Mexico to Florida,None
Florida to Louisiana,N/A – no watches issued
Florida coast,None
Mexico to Florida,None
Cuba to Florida,N/A – no warnings issued
Florida to Louisiana,None
"26.4N, 85.8W","26.4N, 85.8W"
"27.0N, 86.5W","27.0N, 86.5W"
"28.0N, 86.6W","28.0N, 86.6W"
SSE,SSE
S,S
WNW,WNW
7,7 mph
5,5 mph
2,2 mph
Florida,Scattered heavy-rain band impacts possible across the central and southern Florida Peninsula
Florida,Central eastern Gulf of Mexico well offshore; no direct coastal impacts expected for the Florida peninsula
Louisiana,Central Gulf of Mexico waters; no direct Florida west-coast impact expected
MIAMI,FT. MYERS FL
SAN ANTONIO,No location within table for west-central Florida (probability <3 %)
GFMX,GFMX 290N 870W
3,≈5%
6,<1%
6,<5%
1,0%
0,<1%
1,<1%
N/A,0
N/A,
48,12
N/A,N/A
N/A,
N/A,N/A
N/A,≈5%
4,<1%
6,≈5%
A,A.
A,A.
D,D.
Florida Peninsula,Scattered heavy-rain band impacts possible across the central and southern Florida Peninsula
Florida Peninsula,Central eastern Gulf of Mexico well offshore; no direct coastal impacts expected for the Florida peninsula
Florida Peninsula,Central Gulf of Mexico waters; no direct Florida west-coast impact expected
B,B.
A,A.
A,A.
A,A.
B,B.
C,C.
Florida,Scattered heavy-rain band impacts possible across the central and southern Florida Peninsula
Florida,Central eastern Gulf of Mexico well offshore; no direct coastal impacts expected for the Florida peninsula
Florida,Central Gulf of Mexico waters; no direct Florida west-coast impact expected
120,N/A
120,
120,N/A
120,0
48,0
None,0
D,B.
C,D.
D,D.
D,A.
D,A.
D,A.
D,A.
C,A.
D,B.
No,No
No,No
No,No
D,A.
C,A.
B,A.
24,N/A
48,
24,N/A
B,B.
B,B.
B,B.
B,B.
B,B.
B,B.
B,A.
A,B.
B,A.
"Flooding from heavy rainfall could lead to isolated flash, urban, and small stream flooding impacts.",Isolated flash-flood spots on low-lying roads; visibility reductions in squalls
"Isolated flash, urban, and small stream flooding impacts.",Brief squalls or thunderstorms unrelated to the depression may intermittently halt cargo handling
"Isolated flash, urban, and small stream flooding impacts.",Isolated flash or urban flooding in poorly drained areas during heavier showers
"{
  ""gale_probability"": {
    ""in 12h"": ""10"",
    ""in 24h"": ""10"",
    ""in 48h"": ""10"",
    ""in 72h"": ""10"",
    ""in 96h"": ""10""
  }
}","{'in 12h': '5%', 'in 24h': '5%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"{
  ""gale_probability"": {
    ""in 12h"": ""2"",
    ""in 24h"": ""4"",
    ""in 48h"": ""6"",
    ""in 72h"": ""6"",
    ""in 96h"": ""6""
  }
}","{'in 12h': '<1%', 'in 24h': '<1%', 'in 48h': '<1%', 'in 72h': '<1%', 'in 96h': '<1%'}"
"{
  ""gale_probability"": {
    ""in 12h"": ""6"",
    ""in 24h"": ""7"",
    ""in 48h"": ""7"",
    ""in 72h"": ""7"",
    ""in 96h"": ""7""
  }
}","{'in 12h': '≈5%', 'in 24h': '≈4%', 'in 48h': '≈2%', 'in 72h': '<1%', 'in 96h': '<1%'}"
03-06-2023,None
03-06-2023,None
02-06-2023,None
03-06-2023,None
03-06-2023,None
01-06-2023,None
07-06-2023,None
07-06-2023,None
06-06-2023,None
5,0
5,0
5,0
3,None
5,None
0,None
None,None
None,None
None,None
B,A.
B,A.
B,A.
