response,ground_truth
No,Yes
A,A.
A,A.
Florida to North Carolina,"Anclote River to Englewood, Florida (west coast)"
Miami to Jacksonville,None
"27.7N, 83.5W","27.7N, 83.5W"
E,E
8,8 mph
Florida,"West-central Florida coast, then the Florida east coast and offshore waters northward to the Georgia and Carolina coasts"
NEW RIVER NC,BALD HEAD ISL
5,3%
0,0%
36,72
N/A,
N/A,3%
C,A.
Tampa Bay Area,"West-central Florida coast, then the Florida east coast and offshore waters northward to the Georgia and Carolina coasts"
A,A.
D,B.
Florida,"West-central Florida coast, then the Florida east coast and offshore waters northward to the Georgia and Carolina coasts"
120,12
12,60
C,D.
D,B.
D,D.
No,No
C,C.
12,12
D,B.
B,B.
B,B.
"No additional hazards are directly associated with the storm at Wilmington, NC, based on the given information.",Rough seas and higher than normal swells could affect vessel approaches and pilot boarding areas.
"{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""1"",
    ""in 48h"": ""1"",
    ""in 72h"": ""1"",
    ""in 96h"": ""1""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '2%', 'in 72h': '1%', 'in 96h': '0%'}"
01-08-2017,7/28/2017
01-08-2017,7/29/2017
05-08-2017,7/28/2017
5,3
5,2.0
X,1.0
A. None,B.
