response,ground_truth
No,No
No,No
A,A.
A,A.
A,A.
A,A.
Bahamas to Florida,Central Bahamas
Cuba to Florida,"Central Bahamas (Cat Island, Exumas, Long Island, Rum Cay, San Salvador)"
Jamaica to Florida,Cuban provinces from Isla de la Juventud through Villa Clara and the Northwestern Bahamas
Cuba to Florida,"Western Cuba (Isla de la Juventud, La Habana, Ciudad de la Habana, Matanzas, Cienfuegos, Villa Clara) and the Northwestern Bahamas (Abacos, Andros Island, Berry Islands, Bimini, Eleuthera, Grand Bahama Island, New Providence)"
"18.9N, 84.6W","19.6N, 84.2W"
"17.5N, 84.5W","17.5N, 84.5W"
N,N
NNW,NNW
7,10 mph
6,6 mph
Florida,"Western and central Cuba, Straits of Florida, South Florida and the Keys, Northwestern and Central Bahamas"
Florida,"Western Cuba, Florida Keys and South Florida, Northwestern and Central Bahamas"
W PALM BEACH,W PALM BEACH FL
W PALM BEACH,W PALM BEACH
4,4%
8,8%
0,0%
3,0%
36,33
48,42
24,N/A
48,N/A
4,4%
8,8%
C,C.
A,A.
Cuba,"Western and central Cuba, Straits of Florida, South Florida and the Keys, Northwestern and Central Bahamas"
Cuba,"Western Cuba, Florida Keys and South Florida, Northwestern and Central Bahamas"
B,B.
B,B.
B,B.
B,A.
Cuba,"Western and central Cuba, Straits of Florida, South Florida and the Keys, Northwestern and Central Bahamas"
Florida,"Western Cuba, Florida Keys and South Florida, Northwestern and Central Bahamas"
120,10
120,24
12,24
None,60
D,D.
C,D.
D,B.
D,B.
C,C.
C,C.
No,No
No,No
B,C.
B,B.
12,10
36,24
B,B.
B,B.
B,A.
B,B.
B,D.
B,C.
Tornadoes are possible across far South Florida and the Florida Keys.,Isolated brief tornadoes possible in outer rain-bands
Flooding and potential damage to coastal infrastructure.,Brief squalls could create short-notice operational delays and reduced visibility.
"{
  ""gale_probability"": {
    ""in 12h"": ""4"",
    ""in 24h"": ""8"",
    ""in 48h"": ""10"",
    ""in 72h"": ""10"",
    ""in 96h"": ""10""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '4%', 'in 72h': '4%', 'in 96h': '4%'}"
"{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""1"",
    ""in 48h"": ""2"",
    ""in 72h"": ""11"",
    ""in 96h"": ""16""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '8%', 'in 72h': '8%', 'in 96h': '8%'}"
28-10-2017,10/29/2017
27-10-2017,10/29/2017
28-10-2017,10/29/2017
27-28-2017,10/29/2017
01-11-2017,10/29/2017
01-11-2017,10/29/2017
5,2
5,2
5,2.0
5,2.0
34,1.0
34,1.0
B,B.
B,B.
