response,ground_truth
No,Yes
No,Yes
No,Yes
A,A.
A,A.
A,A.
A,B.
A,B.
A,A.
Florida to North Carolina,None (watch upgraded to warning for this stretch of coast)
Florida to North Carolina,North of Altamaha Sound GA to South Santee River SC
Florida to North Carolina,None
Florida to Georgia,"Sebastian Inlet, FL northward to South Santee River, SC (includes Jacksonville area)"
Florida to Louisiana,Indian Pass to Englewood (Gulf side) and Altamaha Sound GA to Sebastian Inlet FL (Atlantic side)
Florida to Georgia,Gulf coast of Florida from Indian Pass to Englewood
"26.4N, 87.3W","27.0N, 87.0W"
"23.4N, 87.8W","23.6N, 87.8W"
"21.9N, 88.1W","21.9N, 88.1W"
NNE,NNE
N,N (010°)
N,N
14,16 mph
40,9 mph
8,8 mph
Florida,"Florida Gulf Coast, Florida Peninsula, southeastern Georgia, and the Atlantic coasts of Georgia and the Carolinas"
Florida,"Florida Gulf coast from the Big Bend, across the Florida peninsula, and Atlantic coasts of NE Florida, Georgia and the Carolinas"
Florida,"Florida Big Bend through northeast Florida, Georgia and the South Carolina coast"
MAYPORT NS FL,JACKSONVILLE
MAYPORT NS FL,JACKSONVILLE FL
MAYPORT NS FL,JACKSONVILLE
1,85%
51,51%
34,34%
2,15%
8,9%
6,6%
34,36
34,30
34,48
15,36
8,30
5,48
1,85%
51,45%
6,30%
B,B.
B,B.
D,D.
Florida Big Bend area,"Florida Gulf Coast, Florida Peninsula, southeastern Georgia, and the Atlantic coasts of Georgia and the Carolinas"
Florida Big Bend,"Florida Gulf coast from the Big Bend, across the Florida peninsula, and Atlantic coasts of NE Florida, Georgia and the Carolinas"
Florida Big Bend,"Florida Big Bend through northeast Florida, Georgia and the South Carolina coast"
B,B.
B,B.
A,A.
B,D.
B,D.
B,C.
Florida,"Florida Gulf Coast, Florida Peninsula, southeastern Georgia, and the Atlantic coasts of Georgia and the Carolinas"
Florida,"Florida Gulf coast from the Big Bend, across the Florida peninsula, and Atlantic coasts of NE Florida, Georgia and the Carolinas"
Florida,"Florida Big Bend through northeast Florida, Georgia and the South Carolina coast"
120,10
120,18
120,30
120,24
120,30
120,45
D,D.
D,D.
D,D.
D,B.
D,B.
D,B.
D,C.
D,C.
C,C.
No,Yes
No,Yes
No,Yes
D,B.
D,B.
D,C.
14,10
40,18
36,30
A,A.
B,A.
B,B.
B,A.
B,A.
B,B.
B,D.
B,C.
Tornadoes are possible across portions of Florida and far southern Georgia.,Isolated tornadoes possible Monday night into Tuesday across north Florida and southeast Georgia
Tornadoes are possible across portions of Florida and far southern Georgia.,Isolated tornadoes possible Monday into Tuesday across NE Florida and SE Georgia
Isolated tornadoes are possible Monday afternoon across portions of Florida and far southern Georgia.,Isolated tornadoes Monday afternoon and evening across northern Florida
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""Low"",
    ""24_hours"": ""Low"",
    ""48_hours"": ""Low"",
    ""72_hours"": ""Low"",
    ""96_hours"": ""Low""
  }
}
```","{'in 12h': '1%', 'in 24h': '82%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""Low"",
    ""24_hours"": ""Low"",
    ""48_hours"": ""Low"",
    ""72_hours"": ""Low"",
    ""96_hours"": ""Low""
  }
}
```","{'in 12h': '1%', 'in 24h': '45%', 'in 48h': '5%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_force_probabilities"": {
    ""12_hours"": ""0%"",
    ""24_hours"": ""0%"",
    ""48_hours"": ""0%"",
    ""72_hours"": ""0%"",
    ""96_hours"": ""0%""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '30%', 'in 72h': '0%', 'in 96h': '0%'}"
06-06-2016,6/9/2016
06-06-2016,6/9/2016
06-06-2016,6/9/2016
06-06-2016,6/11/2016
06-06-2016,6/11/2016
06-06-2016,6/11/2016
06-06-2016,6/9/2016
06-06-2016,6/9/2016
06-06-2016,6/9/2016
2,3
2,3
3,3
0,1.0
0,1.0
0,1.0
1000,0.690205974
54,0.690205974
400,0.690205974
B,C.
B,C.
B,C.
