response,ground_truth
No,No
No,No
No,No
No,No
B,A.
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
FL to NC,None in Florida; watches confined to the Carolinas coast
Florida to North Carolina,None
GA to NC,No watches posted for Florida; watch area begins north of Savannah River.
None,None
Florida to North Carolina,Savannah River GA to Little River Inlet SC under Tropical Storm Warning
Florida to Georgia,"Savannah River, GA to Little River Inlet, SC (tropical-storm warning area)"
Florida to North Carolina,Tropical Storm Warning from Savannah River GA to Little River Inlet SC
Florida Keys to North Carolina,"Savannah River, GA, to Little River Inlet, SC (tropical storm warning)"
"30.9N, 79.4W","31.0N, 79.5W"
"30.0N, 78.0W","30.3N, 78.5W"
"28.8N, 75.1W","29.0N, 75.9W"
"28.5N, 74.7W","28.5N, 74.7W"
SW,Stationary (expected to begin NNW later overnight)
NW,NW
WNW,WNW
WNW,WNW
Stationary,0 mph
14,13 mph
13,12 mph
13,13 mph
Florida,Georgia and South Carolina coasts spreading slowly northeastward to North Carolina
Florida,Southeastern U.S. coastline from northern Georgia through the Outer Banks of North Carolina
North Carolina,Georgia and Carolinas coasts (Savannah River northward through coastal North Carolina)
Florida,"Georgia, South Carolina and southeastern North Carolina coasts"
Daytona Beach,MAYPORT NS FL
JACKSONVILLE,DAYTONA BEACH FL
Daytona Beach,COCOA BEACH FL
Daytona Beach,DAYTONA BEACH FL
0,5%
0,1%
0,3%
0,6%
0,0%
0,0%
0,<3%
0,0%
12,72
N/A,N/A
12,72
12,48
4,
N/A,N/A
4,0
4,N/A
0,2%
N/A,1%
0,1%
0,6%
B,D.
B,C.
B,A.
B,A.
Savannah River to Little River Inlet South Carolina,Georgia and South Carolina coasts spreading slowly northeastward to North Carolina
Savannah River to Little River Inlet,Southeastern U.S. coastline from northern Georgia through the Outer Banks of North Carolina
Savannah River to Little River Inlet South Carolina,Georgia and Carolinas coasts (Savannah River northward through coastal North Carolina)
Savannah River to Little River Inlet,"Georgia, South Carolina and southeastern North Carolina coasts"
B,B.
A,A.
A,A.
A,A.
B,C.
A,D.
A,A.
B,B.
Virginia,Georgia and South Carolina coasts spreading slowly northeastward to North Carolina
Virginia,Southeastern U.S. coastline from northern Georgia through the Outer Banks of North Carolina
Virginia,Georgia and Carolinas coasts (Savannah River northward through coastal North Carolina)
Virginia,"Georgia, South Carolina and southeastern North Carolina coasts"
65,15
120,15
120,40
120,48
None,0
120,0
48,0
12,18
D,D.
D,D.
D,D.
D,D.
D,A.
D,A.
D,A.
D,B.
D,D.
D,A.
D,D.
D,C.
No,No
No,No
No,No
No,No
D,B.
D,A.
D,B.
D,B.
12,15
24,15
36,40
36,48
B,B.
B,D.
B,D.
B,B.
B,B.
B,B.
B,B.
B,B.
B,B.
B,B.
B,B.
B,B.
Tsunami and flooding from heavy rainfall in the area.,Elevated rip-current risk along southeast Florida beaches.
The system is expected to produce life-threatening surf and rip current conditions along portions of the southeastern United States coast through the weekend.,Elevated rip-current risk along local beaches.
The system is expected to produce life-threatening surf and rip current conditions along portions of the southeastern United States coast through the weekend.,Elevated surf and rip-current risk along southeast Florida beaches.
Flooding from heavy rainfall could impact the port's infrastructure and operations.,Rough surf and dangerous rip currents along the southeast Florida coast
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""0%"",
    ""24_hours"": ""0%"",
    ""48_hours"": ""0%"",
    ""72_hours"": ""0%"",
    ""96_hours"": ""0%""
  }
}
```","{'in 12h': '1%', 'in 24h': '1%', 'in 48h': '1%', 'in 72h': '2%', 'in 96h': '0%'}"
"```json
{
  ""gale_force_probabilities"": {
    ""12_hours"": ""1"",
    ""24_hours"": ""1"",
    ""48_hours"": ""1"",
    ""72_hours"": ""1"",
    ""96_hours"": ""1""
  }
}
```","{'in 12h': '1%', 'in 24h': '1%', 'in 48h': '1%', 'in 72h': '1%', 'in 96h': '1%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""Low"",
    ""24_hours"": ""Low"",
    ""48_hours"": ""Low"",
    ""72_hours"": ""Low"",
    ""96_hours"": ""Low""
  }
}
```","{'in 12h': '<1%', 'in 24h': '1%', 'in 48h': '2%', 'in 72h': '3%', 'in 96h': '3%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": 0,
    ""24_hours"": 0,
    ""48_hours"": 0,
    ""72_hours"": 0,
    ""96_hours"": 0
  }
}
```","{'in 12h': '1%', 'in 24h': '2%', 'in 48h': '1%', 'in 72h': '1%', 'in 96h': '0%'}"
01-06-2016,None
28-05-2016,None
27-05-2016,None
01-06-2016,None
28-05-2016,None
28-05-2016,None
27-05-2016,None
01-06-2016,None
01-06-2016,None
01-06-2016,None
01-06-2016,None
01-06-2016,None
2,0
3,0
3,0
3,0
0,None
1,None
0,None
1,None
0,None
0,None
0,None
0,None
B,A.
A. None,A.
A. None,A.
B,A.
