response,ground_truth
No,Yes
No,No
No,No
No,No
B,A.
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
A,A.
19.1N to 25N,Tropical Storm Watch/Warning currently limited to the Mexican coast – Campeche to Puerto de Veracruz
Mexico to Florida,None along U.S. coast; current watch area limited to southern Bay of Campeche.
Mexico to Florida,
Mexico City to Veracruz,None for the U.S.; Tropical Storm Watch/Warning only in Mexico from Campeche to Puerto de Veracruz
Mexico to Florida,Same as watch ‑ Mexican coast only at this time
Mexico to Florida,"Tropical Storm Warning in effect from Campeche to Puerto de Veracruz, Mexico."
Mexico to Florida,"Tropical Storm Warning from Campeche to Puerto de Veracruz, Mexico"
Mexico to Florida,"Campeche to Puerto de Veracruz, Mexico (Tropical Storm Warning)"
"19.1N, 92.3W","19.0N, 92.1W"
"19.6N, 92.4W","19.2N, 92.8W"
"19.6N, 91.6W","19.6N, 92.0W"
"19.6N, 91.2W","19.6N, 91.2W"
S,SE
W,SW
WNW,W
WNW,WNW
3,2 mph
3,3 mph
7,5 mph
7,7 mph
Texas,"Entire northern Gulf Coast from Texas to the Florida Panhandle, with highest risk along the Louisiana coast"
Mexico,Southern Bay of Campeche currently; northern Gulf Coast (including southeast Louisiana) could be affected late in the period.
Florida,"Southern Bay of Campeche coast including parts of Tabasco and Veracruz, Mexico"
Florida,Southern Bay of Campeche coast of Mexico during the next 72 h; possible north-central Gulf Coast late period
GFMX 280N 910W,BURAS LA
BURAS LA,BURAS LA
VERACRUZ MX,None
VERACRUZ MX,"None (nearest listed locations are Veracruz MX, Frontera MX – all > 500 nm away)"
11,11%
3,3%
0,0%
0,0%
3,<3%
4,<1%
0,0%
0,0%
N/A,120
24,120
N/A,N/A
N/A,N/A
N/A,120
24,N/A
N/A,N/A
N/A,N/A
N/A,11%
3,3%
N/A,0%
N/A,0%
A,A.
B,B.
B,B.
D,D.
Campeche,"Entire northern Gulf Coast from Texas to the Florida Panhandle, with highest risk along the Louisiana coast"
Campeche to Puerto de Veracruz,Southern Bay of Campeche currently; northern Gulf Coast (including southeast Louisiana) could be affected late in the period.
Campeche to Puerto de Veracruz,"Southern Bay of Campeche coast including parts of Tabasco and Veracruz, Mexico"
Campeche to Puerto de Veracruz,Southern Bay of Campeche coast of Mexico during the next 72 h; possible north-central Gulf Coast late period
B,B.
B,B.
A,A.
A,A.
B,B.
B,B.
D,D.
D,D.
Texas,"Entire northern Gulf Coast from Texas to the Florida Panhandle, with highest risk along the Louisiana coast"
Texas,Southern Bay of Campeche currently; northern Gulf Coast (including southeast Louisiana) could be affected late in the period.
Mexico,"Southern Bay of Campeche coast including parts of Tabasco and Veracruz, Mexico"
Mexico,Southern Bay of Campeche coast of Mexico during the next 72 h; possible north-central Gulf Coast late period
120,96
120,≈120
120,
120,120
12,120
None,≈24
120,
120,144
D,D.
D,D.
D,D.
D,D.
D,C.
D,A.
D,A.
D,C.
D,D.
D,D.
D,A.
D,A.
No,No
No,No
No,No
No,No
D,D.
B,D.
D,A.
D,A.
400,96
24,≈120
36,
36,120
B,A.
B,B.
B,D.
B,D.
B,C.
B,D.
B,B.
B,A.
B,C.
B,B.
B,A.
Flooding and mudslides are potential hazards.,"High seas and dangerous marine conditions, possible tornadoes in outer rainbands, and coastal erosion that may affect port access channels"
Mudslides and flash floods are possible in the area.,"Increasing seas in approaches to the Mississippi River, possible river mouth restrictions, and reduced visibility in squalls could disrupt vessel traffic ahead of landfall."
Tsunami warning may be issued if the storm intensifies and approaches the coast.,None
"Mudslides and flash floods are possible in the Mexican states of Tabasco, Veracruz, Oaxaca, and portions of Guatemala.",None
"```json
{
  ""gale_force_probabilities"": {
    ""12"": ""X"",
    ""24"": ""X"",
    ""36"": ""X"",
    ""48"": ""X"",
    ""72"": ""X"",
    ""96"": ""1""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '2%'}"
"{
  ""gale_probability"": {
    ""in 12h"": ""0"",
    ""in 24h"": ""0"",
    ""in 48h"": ""0"",
    ""in 72h"": ""0"",
    ""in 96h"": ""0""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""3"",
    ""in 48h"": ""6"",
    ""in 72h"": ""6"",
    ""in 96h"": ""8""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""2"",
    ""in 48h"": ""4"",
    ""in 72h"": ""7"",
    ""in 96h"": ""10""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
03-06-2020,6/6/2020
03-06-2020,6/6/2020
02-06-2020,6/6/2020
06-06-2020,6/6/2020
03-06-2020,6/7/2020
04-06-2020,6/7/2020
02-06-2020,6/7/2020
06-06-2020,6/7/2020
03-06-2020,6/6/2020
07-06-2020,6/6/2020
06-06-2020,6/6/2020
06-06-2020,6/6/2020
5,2
2,2
5,2
5,2
5,1.0
5,1.0
0,1.0
0,1.0
11,0.542494038
3,0.542494038
None,0.542494038
None,0.542494038
B,D.
B,D.
D,D.
D,D.
