response,ground_truth
No,No
No,No
B,A.
B,A.
B,A.
B,A.
35N to 45N,None for Florida – warnings confined to Cape May NJ to Watch Hill RI including Long Island
None,"None for Florida; Tropical Storm Watch/Warning area begins at Cape May, NJ northward"
Savannah to Cape Hatteras,Cape May NJ to Watch Hill RI including Long Island and Long Island Sound
None,"Cape May, New Jersey to Watch Hill, Rhode Island including Long Island and Long Island Sound"
"36.7N, 74.9W","37.4N, 74.8W"
"35.5N, 74.9W","35.5N, 74.9W"
N,N
N,N
8,10 mph
7,7 mph
Delaware,Mid-Atlantic and New England coastline from Maryland northward
New England,coast from North Carolina’s Outer Banks northward through the Mid-Atlantic to southern New England
MIAMI FL,OCEAN CITY MD
MIAMI FL,"None (Jacksonville, FL not listed in wind-probability table)"
0,0%
0,0%
0,0%
0,0%
N/A,N/A
N/A,N/A
N/A,N/A
N/A,N/A
N/A,0%
N/A,0%
C,D.
B,D.
Delmarva Peninsula,Mid-Atlantic and New England coastline from Maryland northward
Mid-Atlantic coast,coast from North Carolina’s Outer Banks northward through the Mid-Atlantic to southern New England
B,B.
B,B.
B,A.
A,C.
Boston,Mid-Atlantic and New England coastline from Maryland northward
New York,coast from North Carolina’s Outer Banks northward through the Mid-Atlantic to southern New England
104,18
12,20
12,0
24,0
D,D.
C,D.
D,A.
D,A.
D,A.
D,A.
No,No
No,No
D,A.
D,A.
36,18
48,20
A,D.
B,D.
B,B.
B,B.
B,B.
B,B.
"Isolated tornadoes are possible over portions of New Jersey, southeast New York, and southern New England.",None
Flash flooding may occur where the heaviest rain accumulates.,"None anticipated that would affect port operations in Jacksonville, FL."
"{
  ""galeforceprobability"": {
    ""12hours"": 1,
    ""24hours"": 1,
    ""48hours"": 1,
    ""72hours"": 1,
    ""96hours"": 1
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""X(12)"",
    ""24_hours"": ""X(23)"",
    ""48_hours"": ""X(24)"",
    ""72_hours"": ""X(24)"",
    ""96_hours"": ""X(25)""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
10-07-2020,7/10/2020
09-07-2020,7/10/2020
10-07-2020,7/11/2020
09-07-2020,7/11/2020
10-07-2020,7/10/2020
09-07-2020,7/10/2020
5,2
5,2
5,1.0
5,1.0
0,0.404272409
0,0.404272409
A. None,B.
A. None,B.
