response,ground_truth
No,No
No,No
B,A.
A,A.
B,A.
A,A.
35N to 45N,Cape May NJ to Watch Hill RI including Long Island and Long Island Sound
New York City to Cape Cod,"Tropical Storm Watch/Warning area stretches from Cape May, New Jersey northward to Watch Hill, Rhode Island including Long Island and Long Island Sound (Atlantic seaboard only)"
Savannah to Cape Hatteras,Cape May NJ to Watch Hill RI including Long Island and Long Island Sound
None,"Cape May, NJ to Watch Hill, RI including Long Island and Long Island Sound"
"36.7N, 74.9W","37.4N, 74.8W"
"35.5N, 74.9W","35.5N, 74.9W"
N,N
N,N
8,10 mph
7,7 mph
New Jersey,"Delmarva Peninsula northward through New Jersey, eastern Pennsylvania, southeast New York and southern New England"
New England,Mid-Atlantic and Southern New England coasts of the United States
NEW ORLEANS LA,None listed near Louisiana
NEW ORLEANS LA,None
0,0%
0,0%
0,0%
0,0%
N/A,N/A
N/A,
N/A,N/A
N/A,
N/A,0%
N/A,0%
B,C.
B,D.
Delmarva Peninsula,"Delmarva Peninsula northward through New Jersey, eastern Pennsylvania, southeast New York and southern New England"
Mid-Atlantic coast,Mid-Atlantic and Southern New England coasts of the United States
B,B.
B,B.
B,A.
B,C.
Boston,"Delmarva Peninsula northward through New Jersey, eastern Pennsylvania, southeast New York and southern New England"
Boston,Mid-Atlantic and Southern New England coasts of the United States
104,18
12,20
12,N/A
24,0
C,B.
C,D.
D,A.
D,A.
D,A.
D,A.
No,No
No,No
D,A.
D,A.
36,18
36,20
B,D.
B,D.
B,B.
B,B.
B,B.
B,B.
"Isolated tornadoes are possible over portions of New Jersey, southeast New York, and southern New England.",None
Flooding and potential inland flooding from heavy rainfall.,None
"{
  ""galeforceprobability"": {
    ""12hours"": 1,
    ""24hours"": 1,
    ""48hours"": 1,
    ""72hours"": 1,
    ""96hours"": 1
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""X(12)"",
    ""24_hours"": ""X(23)"",
    ""48_hours"": ""X(24)"",
    ""72_hours"": ""X(24)"",
    ""96_hours"": ""X(25)""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
10-07-2020,None
09-07-2020,None
10-07-2020,None
09-07-2020,None
05-07-2020,None
09-07-2020,None
5,0
5,0
5,None
5,None
0,None
0,None
A. None,A.
A. None,A.
