response,ground_truth
No,No
A,A.
A,A.
Florida coast,None
None,Mexico Beach to Steinhatchee River Florida (Tropical Storm Warning)
"29.0N, 86.3W","29.0N, 86.3W"
NE,NE
21,21 mph
Florida,"Florida Panhandle, then coastal Georgia and South Carolina"
KINGS BAY GA,PANAMA CITY FL
0,0%
0,0%
N/A,N/A
N/A,N/A
N/A,0%
D,A.
Mexico Beach to Steinhatchee River Florida,"Florida Panhandle, then coastal Georgia and South Carolina"
B,B.
B,D.
Florida,"Florida Panhandle, then coastal Georgia and South Carolina"
120,8
12,0
D,D.
D,A.
D,A.
No,No
D,A.
6,8
B,B.
B,B.
B,B.
Tornadoes are possible over portions of the Florida Panhandle this evening into tomorrow morning.,None
"{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""7"",
    ""in 48h"": ""21"",
    ""in 72h"": ""21"",
    ""in 96h"": ""14""
  }
}","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '0%'}"
08-09-2021,9/9/2021
08-09-2021,9/10/2021
08-09-2021,9/9/2021
5,3
0,2.0
None,0.288726924
A. None,D.
