response,ground_truth
No,No
A,A.
A,A.
Florida to North Carolina,"Anclote River to Englewood, Florida (west-central FL Gulf Coast)"
Miami to Jacksonville,None
"27.7N, 83.5W","27.7N, 83.5W"
E,E
8,8 mph
Florida,"west-central Florida coast, central Florida interior, and Atlantic waters offshore Florida, Georgia, and the Carolinas"
NEW RIVER NC,MAYPORT NS FL
0,3%
0,0%
N/A,12
N/A,N/A
N/A,1%
C,D.
Tampa Bay Area,"west-central Florida coast, central Florida interior, and Atlantic waters offshore Florida, Georgia, and the Carolinas"
A,A.
B,D.
Florida,"west-central Florida coast, central Florida interior, and Atlantic waters offshore Florida, Georgia, and the Carolinas"
120,6
None,44
C,D.
D,B.
D,B.
No,No
D,A.
12,6
B,B.
B,B.
B,B.
Flooding and potential damage to infrastructure from heavy rainfall and storm surge.,Minor coastal rip currents and higher offshore seas could briefly affect vessel approaches but no significant port-level hazards expected.
"{
  ""gale_probability"": {
    ""in 12h"": ""1"",
    ""in 24h"": ""1"",
    ""in 48h"": ""1"",
    ""in 72h"": ""1"",
    ""in 96h"": ""1""
  }
}","{'in 12h': '1%', 'in 24h': '1%', 'in 48h': '0%', 'in 72h': '1%', 'in 96h': '0%'}"
01-08-2017,None
05-08-2017,None
05-08-2017,None
5,0
5,None
0,None
A.,A.
